,Date,Cruise_ID,depth,chl.c1.c2,chl.c3,peridinin,but.fuco,fucoxanthin,hex.fuco,prasinoxanthin,lutein,alloxanthin,zeaxanthin,chl.b,chl.a,date
186,19970917,93HG_023,25,0.013,0.002,0.007,0.003,0.003,0.012,0,0,0.002,0.036,0,0.113,9/17/97
187,19970917,93HG_023,35,0.006,0.001,0.006,0.002,0.003,0.011,0,0,0,0.035,0,0.137,9/17/97
188,19970917,93HG_023,55,0.041,0.005,0.011,0.006,0.011,0.045,0.007,0,0.002,0.018,0.145,0.222,9/17/97
189,19970917,93HG_023,75,0.071,0.008,0.007,0.026,0.024,0.083,0.009,0,0.005,0.024,0.228,0.346,9/17/97
190,19970917,93HG_023,100,0.018,0.002,0.003,0.002,0.011,0.008,0,0,0,0,0.157,0.048,9/17/97
191,19970917,93HG_023,1,0.02,0.003,0.003,0.01,0.018,0.025,0.001,0,0,0,0.076,0.075,9/17/97
192,19971014,93HG_024,7,0.004,0,0.001,0.002,0.002,0.006,0,0,0,0,0.141,0.104,10/14/97
193,19971014,93HG_024,15,0.002,0,0.002,0.001,0.003,0.005,0,0,0,0,0.146,0.113,10/14/97
194,19971014,93HG_024,25,0.012,0.001,0.004,0.002,0.002,0.009,0,0,0,0,0.11,0.136,10/14/97
195,19971014,93HG_024,35,0.066,0.007,0.017,0.011,0.016,0.046,0.005,0,0,0,0.197,0.281,10/14/97
196,19971014,93HG_024,55,0.045,0.006,0.016,0.009,0.006,0.035,0.002,0,0.001,0,0.468,0.256,10/14/97
197,19971014,93HG_024,75,0.047,0.01,0.002,0.021,0.062,0.071,0.011,0,0.004,0,0.231,0.328,10/14/97
198,19971014,93HG_024,100,0.019,0.004,0,0.009,0.022,0.019,0.002,0,0.003,0,0.11,0.103,10/14/97
199,19971014,93HG_024,1,0,0,0,0.002,0.004,0.005,0,0,0.001,0,0.087,0.027,10/14/97
200,19971113,93HG_025,7,0.006,0,0.002,0.002,0.005,0.007,0.001,0,0,0,0.305,0.142,11/13/97
201,19971113,93HG_025,15,0.017,0.001,0.005,0.003,0.006,0.009,0.002,0,0,0,0.289,0.156,11/13/97
202,19971113,93HG_025,25,0.012,0,0.003,0.003,0.008,0.012,0.002,0,0.001,0,0.152,0.176,11/13/97
203,19971113,93HG_025,35,0.045,0.003,0.018,0.008,0.013,0.025,0.002,0,0.002,0,0.136,0.274,11/13/97
204,19971113,93HG_025,55,0.101,0.02,0.02,0.033,0.068,0.18,0.018,0,0.003,0,0.263,0.65,11/13/97
205,19971113,93HG_025,75,0.011,0.002,0,0.005,0.014,0.011,0.001,0,0,0,0.114,0.063,11/13/97
206,19971113,93HG_025,100,0,0,0,0.001,0.004,0.001,0,0,0,0,0.492,0.014,11/13/97
207,19971113,93HG_025,1,0,0,0,0,0.003,0.001,0,0,0,0,0.402,0.01,11/13/97
208,19971217,93HG_026,7,0.144,0.017,0.006,0.002,0.15,0.036,0.021,0,0,0.008,0.088,0.338,12/17/97
209,19971217,93HG_026,15,0.128,0.015,0.012,0.007,0.2,0.04,0.022,0,0,0.004,0.106,0.438,12/17/97
