"","Date","Cruise_ID","depth","chl.c1.c2","chl.c3","peridinin","but.fuco","fucoxanthin","hex.fuco","prasinoxanthin","lutein","alloxanthin","zeaxanthin","chl.b","chl.a","date"
"568","20110906","93HG_184","55","0.060","0.079","0.009","0.051","0.037","0.121","0.011","bd","0.011","0.025","0.207","0.512",2011-09-06
"569","20110906","93HG_184","75","0.006","0.011","bd","0.008","0.010","0.014","bd","bd","bd","0.003","0.018","0.050",2011-09-06
"570","20110906","93HG_184","100","0.004","0.006","bd","0.005","0.005","0.006","bd","bd","bd","0.002","0.015","0.025",2011-09-06
"571","20111004","93HG_185","1","0.015","0.006","0.005","0.004","0.018","0.021","bd","bd","bd","0.068","0.019","0.173",2011-10-04
"572","20111004","93HG_185","1","0.015","0.006","0.005","0.005","0.018","0.021","bd","bd","bd","0.067","0.020","0.173",2011-10-04
"573","20111004","93HG_185","1","0.009","0.004","0.004","0.002","0.014","0.011","bd","bd","bd","0.051","0.018","0.158",2011-10-04
"574","20111004","93HG_185","7","0.015","0.006","0.005","0.004","0.019","0.017","bd","bd","bd","0.064","0.019","0.179",2011-10-04
"575","20111004","93HG_185","15","0.016","0.007","0.007","0.005","0.019","0.022","bd","bd","bd","0.068","0.023","0.196",2011-10-04
"576","20111004","93HG_185","25","0.013","0.009","0.006","0.005","0.004","0.021","bd","bd","bd","0.037","0.056","0.199",2011-10-04
"577","20111004","93HG_185","43","0.049","0.073","0.009","0.030","0.023","0.134","0.020","bd","0.006","0.021","0.221","0.487",2011-10-04
"578","20111004","93HG_185","35","0.028","0.032","0.008","0.016","0.010","0.066","0.012","bd","0.003","0.034","0.119","0.314",2011-10-04
"579","20111004","93HG_185","55","0.043","0.065","0.006","0.040","0.030","0.097","0.010","bd","0.004","0.027","0.251","0.391",2011-10-04
"580","20111004","93HG_185","75","0.018","0.025","bd","0.014","0.015","0.032","bd","bd","bd","0.007","0.134","0.150",2011-10-04
"581","20111004","93HG_185","100","0.009","0.012","bd","0.010","0.006","0.017","bd","bd","bd","0.003","0.066","0.076",2011-10-04
"582","20111118","93HG_186","1","0.007","0.004","0.004","bd","0.006","0.010","bd","bd","bd","0.056","0.011","0.113",2011-11-18
"583","20111118","93HG_186","1","0.008","0.004","0.005","bd","0.006","0.011","bd","bd","bd","0.055","0.012","0.111",2011-11-18
"584","20111118","93HG_186","7","0.006","0.003","bd","bd","0.006","0.010","bd","bd","bd","0.054","0.012","0.108",2011-11-18
"585","20111118","93HG_186","15","0.011","0.005","0.007","0.003","0.007","0.015","bd","bd","bd","0.055","0.020","0.144",2011-11-18
"586","20111118","93HG_186","25","0.011","0.009","0.005","0.005","0.005","0.022","bd","bd","bd","0.053","0.028","0.138",2011-11-18
"587","20111118","93HG_186","35","0.014","0.012","0.007","0.007","0.005","0.031","bd","bd","bd","0.051","0.053","0.185",2011-11-18
"588","20111118","93HG_186","55","0.056","0.079","0.005","0.049","0.067","0.098","0.012","bd","0.009","0.018","0.223","0.491",2011-11-18
"589","20111118","93HG_186","75","0.036","0.057","bd","0.043","0.037","0.079","0.005","bd","0.003","0.016","0.187","0.314",2011-11-18
"590","20111118","93HG_186","100","0.004","0.008","bd","0.005","0.008","0.007","bd","bd","bd","0.002","0.026","0.032",2011-11-18
"591","20120110","93HG_187","1","0.420","0.246","0.010","0.020","1.235","0.028","0.003","-9999","0.007","0.013","0.025","2.778",2012-01-10
"592","20120110","93HG_187","1","0.388","0.177","0.011","0.020","1.223","0.028","0.003","-9999","0.007","0.012","0.027","2.736",2012-01-10
"593","20120110","93HG_187","1","0.452","0.264","0.012","0.023","1.351","0.033","0.005","-9999","0.008","0.014","0.023","2.708",2012-01-10
"594","20120110","93HG_187","7","0.457","0.265","0.012","0.021","1.319","0.033","0.004","-9999","0.011","0.014","0.024","2.717",2012-01-10
"595","20120110","93HG_187","15","0.461","0.264","0.014","0.022","1.267","0.031","0.003","-9999","0.028","0.011","0.022","2.684",2012-01-10
"596","20120110","93HG_187","25","0.409","0.221","0.011","0.020","1.199","0.027","0.003","-9999","0.077","0.011","0.025","2.901",2012-01-10
"597","20120110","93HG_187","20","0.482","0.265","0.013","0.025","1.407","0.035","0.004","-9999","0.036","0.015","0.027","3.090",2012-01-10
"598","20120110","93HG_187","35","0.018","0.020","0.003","0.006","0.045","0.016","-9999","-9999","0.002","0.003","0.049","0.145",2012-01-10
"599","20120110","93HG_187","55","0.013","0.019","-9999","0.006","0.046","0.012","-9999","-9999","-9999","0.002","0.036","0.127",2012-01-10
"600","20120110","93HG_187","75","0.007","0.011","-9999","0.005","0.024","0.008","-9999","-9999","-9999","0.002","0.025","0.066",2012-01-10
"601","20120110","93HG_187","100","0.005","0.004","-9999","0.002","0.015","-9999","-9999","-9999","-9999","-9999","-9999","0.029",2012-01-10
"602","20120207","93HG_188","1","0.101","0.061","0.006","0.011","0.223","0.043","-9999","-9999","0.003","-9999","0.020","0.495",2012-02-07
"603","20120207","93HG_188","1","0.108","0.066","-9999","0.010","0.274","0.038","-9999","-9999","0.003","-9999","0.014","0.578",2012-02-07
"604","20120207","93HG_188","7","0.096","0.060","0.009","0.009","0.218","0.044","0.003","-9999","0.003","0.002","0.019","0.472",2012-02-07
"605","20120207","93HG_188","15","0.099","0.063","0.007","0.011","0.243","0.046","0.004","-9999","0.003","0.001","0.022","0.516",2012-02-07
"606","20120207","93HG_188","25","0.099","0.072","0.010","0.011","0.263","0.044","0.004","-9999","0.005","0.001","0.019","0.578",2012-02-07
"607","20120207","93HG_188","20","0.112","0.110","0.013","0.012","0.358","0.042","0.004","-9999","0.009","-9999","0.029","0.832",2012-02-07
"608","20120207","93HG_188","35","0.063","0.082","0.010","0.009","0.219","0.029","0.003","-9999","0.008","-9999","0.028","0.586",2012-02-07
"609","20120207","93HG_188","55","0.009","0.012","-9999","0.003","0.034","0.003","0.006","-9999","-9999","-9999","0.003","0.087",2012-02-07
"610","20120207","93HG_188","75","0.016","0.019","-9999","0.002","0.055","-9999","0.002","-9999","-9999","-9999","-9999","0.154",2012-02-07
"611","20120207","93HG_188","100","0.007","0.009","-9999","0.006","0.027","-9999","0.002","-9999","-9999","-9999","-9999","0.078",2012-02-07
"612","20120316","93HG_189","1","1.328","0.346","0.009","0.021","3.884","0.048","-9999","-9999","0.029","-9999","0.062","8.541",2012-03-16
"613","20120316","93HG_189","1","1.301","0.334","0.008","0.021","3.797","0.046","-9999","-9999","0.030","-9999","0.066","8.351",2012-03-16
"614","20120316","93HG_189","7","1.354","0.338","0.006","0.021","3.939","0.048","-9999","-9999","0.031","-9999","0.060","8.684",2012-03-16
"615","20120316","93HG_189","15","1.390","0.357","0.011","0.022","4.366","0.050","-9999","-9999","0.034","-9999","0.064","9.763",2012-03-16
"616","20120316","93HG_189","25","0.907","0.221","0.129","0.017","2.303","0.037","-9999","-9999","0.034","-9999","0.050","5.900",2012-03-16
"617","20120316","93HG_189","15","1.365","0.343","-9999","0.020","3.822","0.046","-9999","-9999","0.030","-9999","0.059","8.845",2012-03-16
"618","20120316","93HG_189","35","0.045","0.019","-9999","0.006","0.126","0.011","-9999","-9999","0.007","-9999","0.015","0.306",2012-03-16
"619","20120316","93HG_189","55","0.020","0.024","-9999","0.006","0.071","0.015","-9999","-9999","-9999","-9999","0.022","0.166",2012-03-16
"620","20120316","93HG_189","75","0.009","0.008","-9999","0.003","0.034","0.002","-9999","-9999","-9999","-9999","0.005","0.065",2012-03-16
"621","20120316","93HG_189","75","0.008","0.007","-9999","0.003","0.034","0.004","-9999","-9999","-9999","-9999","-9999","0.062",2012-03-16
"622","20120316","93HG_189","100","0.007","0.005","-9999","0.002","0.022","-9999","-9999","-9999","-9999","-9999","-9999","0.044",2012-03-16
"623","20120410","93HG_190","1","0.046","0.025","0.010","0.007","0.105","0.040","0.005","-9999","0.002","0.018","0.023","0.345",2012-04-10
"624","20120410","93HG_190","1","0.045","0.028","0.009","0.006","0.107","0.040","0.004","-9999","0.003","0.016","0.020","0.340",2012-04-10
"625","20120410","93HG_190","7","0.049","0.025","0.015","0.008","0.109","0.041","0.004","-9999","0.003","0.018","0.022","0.361",2012-04-10
"626","20120410","93HG_190","15","0.041","0.035","0.021","0.009","0.054","0.071","0.017","-9999","0.011","0.036","0.103","0.484",2012-04-10
"627","20120410","93HG_190","15","0.047","0.040","0.030","0.012","0.064","0.084","0.021","-9999","0.012","0.043","0.108","0.548",2012-04-10
"628","20120410","93HG_190","25","0.050","0.062","0.010","0.019","0.055","0.070","0.025","-9999","0.013","0.019","0.220","0.540",2012-04-10
"629","20120410","93HG_190","35","0.063","0.094","0.009","0.032","0.118","0.075","0.008","-9999","0.012","0.024","0.188","0.535",2012-04-10
"630","20120410","93HG_190","55","0.042","0.073","0.005","0.032","0.062","0.086","0.004","-9999","0.005","0.018","0.245","0.379",2012-04-10
"631","20120410","93HG_190","75","0.025","0.049","0.004","0.020","0.034","0.064","0.003","-9999","0.002","0.006","0.113","0.217",2012-04-10
"632","20120410","93HG_190","100","0.012","0.018","0.019","0.010","0.011","0.023","-9999","-9999","-9999","0.001","0.024","0.083",2012-04-10
"633","20120515","93HG_191","1","0.010","0.008","0.002","0.005","0.008","0.018","-9999","-9999","-9999","0.056","0.026","0.195",2012-05-15
"634","20120515","93HG_191","1","0.012","0.011","0.004","0.005","0.009","0.021","-9999","-9999","-9999","0.059","0.028","0.212",2012-05-15
"635","20120515","93HG_191","7","0.011","0.009","0.003","0.005","0.009","0.020","-9999","-9999","-9999","0.053","0.028","0.205",2012-05-15
"636","20120515","93HG_191","15","0.010","0.008","0.003","0.005","0.008","0.020","-9999","-9999","-9999","0.048","0.025","0.188",2012-05-15
"637","20120515","93HG_191","25","0.011","0.008","0.003","0.004","0.009","0.019","-9999","-9999","-9999","0.052","0.026","0.195",2012-05-15
"638","20120515","93HG_191","50","0.037","0.049","0.009","0.026","0.032","0.076","0.013","-9999","0.008","0.014","0.152","0.387",2012-05-15
"639","20120515","93HG_191","35","0.029","0.034","0.012","0.016","0.009","0.089","-9999","-9999","0.003","0.047","0.074","0.369",2012-05-15
"640","20120515","93HG_191","55","0.043","0.061","0.006","0.029","0.036","0.088","0.009","-9999","0.010","0.018","0.195","0.455",2012-05-15
"641","20120515","93HG_191","75","0.016","0.022","0.005","0.011","0.019","0.033","0.004","-9999","0.003","0.005","0.059","0.151",2012-05-15
"642","20120726","93HG_193","1","0.019","0.020","0.005","0.006","0.018","0.040","0.007","-9999","0.003","0.087","0.036","0.308",2012-07-26
"643","20120726","93HG_193","1","0.014","0.015","0.008","0.003","0.012","0.028","0.004","-9999","0.002","0.073","0.029","0.253",2012-07-26
"644","20120726","93HG_193","7","0.023","0.023","0.010","0.007","0.019","0.040","0.008","-9999","0.005","0.080","0.042","0.351",2012-07-26
"645","20120726","93HG_193","15","0.044","0.050","0.015","0.017","0.049","0.081","0.018","-9999","0.013","0.055","0.092","0.521",2012-07-26
"646","20120726","93HG_193","25","0.031","0.037","0.013","0.010","0.050","0.039","0.016","-9999","0.007","0.010","0.066","0.314",2012-07-26
"647","20120726","93HG_193","17","0.075","0.095","0.019","0.032","0.113","0.131","0.035","-9999","0.020","0.026","0.178","0.774",2012-07-26
"648","20120726","93HG_193","35","0.026","0.044","0.005","0.013","0.053","0.035","0.015","-9999","0.005","0.007","0.061","0.262",2012-07-26
"649","20120726","93HG_193","35","0.027","0.044","0.005","0.014","0.054","0.034","0.015","-9999","0.005","0.007","0.059","0.262",2012-07-26
"650","20120726","93HG_193","55","0.011","0.018","-9999","0.006","0.028","0.014","0.007","-9999","0.002","0.003","0.032","0.109",2012-07-26
"651","20120726","93HG_193","75","0.004","0.007","-9999","0.003","0.007","0.005","-9999","-9999","-9999","-9999","0.014","0.034",2012-07-26
"652","20120726","93HG_193","100","0.004","0.008","-9999","0.004","0.006","0.008","-9999","-9999","-9999","-9999","0.019","0.034",2012-07-26
"653","20120814","93HG_194","1","0.009","0.006","0.003","0.004","0.007","0.017","-9999","-9999","-9999","0.053","0.015","0.158",2012-08-14
"654","20120814","93HG_194","1","0.010","0.008","0.004","0.004","0.008","0.023","-9999","-9999","-9999","0.062","0.019","0.186",2012-08-14
"655","20120814","93HG_194","7","0.010","0.008","0.003","0.004","0.008","0.021","-9999","-9999","-9999","0.059","0.018","0.180",2012-08-14
"656","20120814","93HG_194","15","0.015","0.012","0.005","0.006","0.011","0.026","-9999","-9999","-9999","0.055","0.027","0.209",2012-08-14
"657","20120814","93HG_194","25","0.067","0.083","0.026","0.022","0.090","0.122","0.013","-9999","0.015","0.034","0.127","0.664",2012-08-14
"658","20120814","93HG_194","35","0.054","0.067","0.016","0.018","0.070","0.078","0.010","-9999","0.015","0.017","0.101","0.512",2012-08-14
"659","20120814","93HG_194","55","0.031","0.046","0.007","0.024","0.028","0.056","0.005","-9999","0.006","0.014","0.125","0.285",2012-08-14
"660","20120814","93HG_194","75","0.016","0.026","0.003","0.013","0.025","0.028","-9999","-9999","0.002","0.007","0.071","0.149",2012-08-14
"661","20120814","93HG_194","100","0.004","0.008","-9999","0.005","0.009","0.009","-9999","-9999","-9999","0.001","0.015","0.033",2012-08-14
"662","20120814","93HG_194","100","0.004","0.008","-9999","0.004","0.008","0.008","-9999","-9999","-9999","0.002","0.014","0.030",2012-08-14
