"","Cruise_ID","Leg","lon","lat","Date","Day","days","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q"
"3877","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,265,265.5,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,"1.98",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002431",0,NA,0,NA,0,36.39,0,NA,9,NA,0,17.849,0,26.361,0,NA,9,NA,9,NA,0,"15.47",0,NA,0,NA,0,"15.09",0,NA,9,NA,9,59.01,0,NA,8,NA,9,NA,9,NA,9
"3878","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,300,301.3,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002436",0,NA,0,NA,0,36.37,0,NA,9,NA,0,17.75,0,26.374,0,NA,9,NA,9,NA,0,"13.65",0,NA,0,NA,0,"13.32",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3879","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,350,350.4,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002440",0,NA,0,NA,0,36.358,0,NA,9,NA,0,17.639,0,26.388,0,NA,9,NA,9,NA,0,"12.09",0,NA,0,NA,0,"11.80",0,NA,9,NA,9,57.21,0,NA,4,NA,9,NA,9,NA,9
"3880","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,400,400.5,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002441",0,NA,0,"1008.3",0,36.393,8,NA,9,NA,0,17.539,0,26.4,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3881","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,500,500.8,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"15.65",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002445",0,NA,0,"1039.2",4,36.313,0,NA,9,NA,0,17.359,0,26.419,0,NA,9,NA,9,NA,4,"14.09",8,NA,4,NA,0,"13.75",8,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3882","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,750,747,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002466",0,NA,0,"1078.6",0,36.265,0,NA,9,NA,0,17.246,0,26.425,0,NA,9,NA,9,NA,0,"10.62",8,NA,0,NA,0,"10.36",8,NA,9,NA,9,56.71,0,NA,4,NA,9,NA,9,NA,9
"3883","93HG_205",1,-64.67,10.5,2013-09-11,11,253,9,2013,1310,1294.2,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.01",0,"0.03",0,NA,0,NA,0,NA,0,"0.002488",0,NA,0,"1135.3",0,36.259,0,NA,9,NA,0,17.288,0,26.413,0,NA,9,NA,9,NA,4,"11.43",8,NA,4,NA,0,"11.16",8,NA,9,NA,9,57.81,0,NA,8,NA,9,NA,9,NA,9
"3884","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,1,1.07,NA,0,"192.86",0,NA,9,9.96920996838687e+36,9,NA,9,"0.28",0,"0.00",0,"0.00",0,"0.04",0,"1.69",0,NA,0,"0.002416",0,NA,0,NA,0,36.551,0,NA,9,NA,0,29.103,0,23.184,0,NA,9,NA,9,"102.23",0,"11.72",0,"10.18",0,NA,0,"11.44",0,NA,9,NA,9,89.1,0,NA,9,NA,0,0.13,0,0.16,0
"3885","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,7,7.11,NA,0,"195.38",0,NA,9,9.96920996838687e+36,9,NA,9,"0.22",0,"0.00",0,"0.00",0,"0.03",0,NA,0,NA,0,"0.002411",0,NA,0,NA,0,36.566,0,NA,9,NA,0,28.359,0,23.421,0,NA,9,NA,9,NA,0,"10.26",0,NA,0,NA,0,"10.01",0,NA,9,NA,9,NA,9,NA,9,NA,0,0.14,0,0.14,0
"3886","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,15,14.76,NA,0,"188.72",0,NA,9,9.96920996838687e+36,9,NA,9,"0.28",0,"0.00",0,"0.00",0,"0.10",0,NA,0,NA,0,"0.002404",0,NA,0,NA,0,36.517,0,NA,9,NA,0,26.5,0,24.053,0,NA,9,NA,9,NA,0,NA,0,"10.31",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.16,0,0.15,0
"3887","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,25,25.21,NA,0,"183.17",0,NA,9,9.96920996838687e+36,9,NA,9,"0.25",0,"0.00",0,"0.00",0,"0.04",0,"1.93",0,NA,0,"0.002415",0,NA,0,NA,0,36.688,4,NA,9,NA,0,24.966,0,24.639,0,NA,9,NA,9,NA,0,"11.00",0,NA,0,NA,0,"10.73",0,NA,9,NA,9,NA,9,NA,9,"1.40",0,0.18,0,0.15,0
"3888","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,35,35.25,NA,0,"194.13",0,NA,9,9.96920996838687e+36,9,NA,9,"0.18",0,"0.00",0,"0.00",0,"0.02",0,NA,0,NA,0,"0.002402",0,NA,0,NA,0,36.504,0,NA,9,NA,0,24.08,0,24.927,0,NA,9,NA,9,NA,0,NA,0,"10.08",0,NA,0,NA,0,NA,9,NA,9,82.81,0,NA,9,NA,0,0.51,0,0.75,0
"3889","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,55,55.37,NA,0,"138.08",0,NA,9,9.96920996838687e+36,9,NA,9,"0.23",0,"0.17",0,NA,0,"0.35",0,NA,0,NA,0,"0.002425",0,NA,0,NA,0,36.813,0,NA,9,NA,0,23.125,0,25.271,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.27",0,0.28,0,0.47,0
"3890","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,75,74.92,NA,0,"130.91",0,NA,9,9.96920996838687e+36,9,NA,9,"0.27",0,"0.07",0,NA,0,"0.41",0,NA,0,NA,0,"0.002422",0,NA,0,NA,0,36.832,0,NA,9,NA,0,22.284,0,25.524,0,NA,9,NA,9,NA,0,NA,0,"10.16",0,NA,0,NA,0,NA,9,NA,9,62.18,0,NA,9,NA,9,0.16,0,0.51,0
"3891","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,100,100.8,NA,0,"129.42",0,NA,9,9.96920996838687e+36,9,NA,9,"0.24",0,"0.04",0,NA,0,"0.43",0,NA,0,NA,0,"0.002432",0,NA,0,NA,0,36.82,0,NA,9,NA,0,21.588,0,25.711,0,NA,9,NA,9,NA,0,NA,0,"10.60",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.08,0,0.23,0
"3892","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,130,129.29,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.30",0,"0.03",0,NA,0,"0.59",0,NA,0,NA,0,"0.002415",0,NA,0,NA,0,36.704,0,NA,9,NA,0,20.065,0,26.017,0,NA,9,NA,9,NA,0,NA,0,"13.76",0,NA,0,NA,0,NA,9,NA,9,60.49,0,NA,9,NA,9,NA,9,NA,9
"3893","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,160,160.21,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.18",0,"0.02",0,"11.38",0,"0.88",0,NA,0,NA,0,"0.002416",0,NA,0,NA,0,36.575,0,NA,9,NA,0,18.968,0,26.199,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3894","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,200,196.31,"0.60",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.20",0,"0.01",0,"10.17",0,"1.68",0,NA,0,NA,0,"0.002404",0,NA,0,NA,0,36.423,0,NA,9,NA,0,18.087,0,26.343,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,57.77,0,NA,9,NA,9,NA,9,NA,9
"3895","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,250,246.31,"0.06",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.16",0,"0.10",0,NA,0,"1.66",0,NA,0,NA,0,"0.002416",0,NA,0,NA,0,36.407,0,NA,9,NA,0,17.894,0,26.367,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3896","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,281,279.68,"0.06",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.00",0,"0.00",0,"1.90",0,NA,0,NA,0,"0.002416",0,NA,0,NA,0,36.386,0,NA,9,NA,0,17.811,0,26.377,0,NA,9,NA,9,NA,0,"11.81",0,NA,0,NA,0,"11.53",0,NA,9,NA,9,54.58,0,NA,8,NA,9,NA,9,NA,9
"3897","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,300,295.65,"0.13",0,"1.68",0,NA,9,9.96920996838687e+36,9,NA,9,"0.89",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002424",0,NA,0,NA,0,36.371,0,NA,9,NA,0,17.779,0,26.382,0,NA,9,NA,9,NA,0,"14.14",0,NA,0,NA,0,"13.80",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3898","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,350,344.55,"0.04",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002444",0,NA,0,"1001.1",0,36.335,0,NA,9,NA,0,17.649,0,26.397,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,59.22,0,"153.88",8,NA,9,NA,9,NA,9
"3899","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,400,393.72,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002434",0,NA,0,"1004.9",0,36.376,8,NA,9,NA,0,17.572,0,26.406,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3900","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,500,494.83,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"14.44",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002473",0,NA,0,"1052.7",0,36.308,0,NA,9,NA,0,17.397,0,26.424,0,NA,9,NA,9,NA,0,NA,0,"11.00",0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3901","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,750,742.15,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002478",0,NA,0,"1069.9",0,36.278,0,NA,9,NA,0,17.253,0,26.431,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,56.74,0,NA,0,NA,9,NA,9,NA,9
"3902","93HG_206",1,-64.67,10.5,2013-10-08,8,280,10,2013,1310,1298.35,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.002498",0,NA,0,"1145.1",0,36.256,0,NA,9,NA,0,17.29,0,26.413,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,58.47,0,NA,0,NA,9,NA,9,NA,9
"3903","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,1,1.27,NA,0,"193.79",0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.00",0,"0.00",0,"0.03",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.532,0,NA,9,NA,0,27.268,0,23.785,0,NA,9,NA,9,"129.20",0,"16.62",0,NA,0,"126.09",0,"16.22",0,NA,9,NA,9,76.6,0,NA,9,"1.55",0,0.19,0,0.2,0
"3904","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,7,6.74,NA,0,"193.92",0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.00",0,"0.00",0,"0.02",0,NA,0,NA,0,"0.00243",0,NA,0,NA,0,36.54,0,NA,9,NA,0,27.069,0,23.845,0,NA,9,NA,9,"131.50",0,"17.53",0,NA,0,"128.33",0,"17.10",0,NA,9,NA,9,NA,9,NA,9,"1.69",0,0.2,0,0.19,0
"3905","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,15,14.34,NA,0,"194.73",0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.00",0,"0.00",0,"0.02",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.542,0,NA,9,NA,0,26.881,0,23.91,0,NA,9,NA,9,"187.10",0,NA,0,NA,0,"182.59",0,NA,0,NA,9,NA,9,NA,9,NA,9,"1.05",0,0.22,0,0.24,0
"3906","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,25,25.06,NA,0,"185.32",0,NA,9,9.96920996838687e+36,9,NA,9,"0.18",0,"0.00",0,"0.00",0,"0.03",0,"1.29",0,NA,0,"0.00242",0,NA,0,NA,0,36.638,0,NA,9,NA,0,25.452,0,24.458,0,NA,9,NA,9,NA,0,"14.99",0,NA,0,NA,0,"14.63",0,NA,9,NA,9,NA,9,NA,9,"0.64",0,0.28,0,0.34,0
"3907","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,35,34.1,NA,0,"179.16",0,NA,9,9.96920996838687e+36,9,NA,9,"0.26",0,"0.12",0,"0.15",0,"0.06",0,"1.91",0,NA,0,"0.00242",0,NA,0,NA,0,36.731,0,NA,9,NA,0,24.754,0,24.735,0,NA,9,NA,9,"145.45",0,"17.88",0,NA,0,"141.94",0,"17.45",0,NA,9,NA,9,71.47,0,NA,9,"0.47",0,0.32,0,0.49,0
"3908","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,55,53.42,NA,0,"160.35",0,NA,9,9.96920996838687e+36,9,NA,9,"0.18",0,"0.57",0,NA,0,"0.18",0,NA,0,NA,0,"0.00242",0,NA,0,NA,0,36.738,0,NA,9,NA,0,24.152,0,24.909,0,NA,9,NA,9,NA,0,"12.28",0,NA,0,NA,0,"11.99",0,NA,9,NA,9,NA,9,NA,9,"0.08",0,0.14,0,0.28,0
"3909","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,75,73.54,NA,0,"141.17",0,NA,9,9.96920996838687e+36,9,NA,9,"0.15",0,"0.05",0,NA,0,"0.33",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.78,0,NA,9,NA,0,23.276,0,25.203,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,65.74,0,NA,9,"0.00",0,0.08,0,0.19,0
"3910","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,100,98.8,NA,0,"145.24",0,NA,9,9.96920996838687e+36,9,NA,9,NA,8,"0.07",0,"17.04",8,"0.34",0,NA,0,NA,0,"0.00242",0,NA,8,NA,8,36.799,0,NA,9,NA,0,22.778,0,25.364,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.05,0,0.15,0
"3911","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,130,128.74,"1.99",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.02",0,"11.74",0,"0.95",0,"10.73",0,NA,0,"0.00240",0,NA,8,NA,8,36.576,0,NA,9,NA,0,19.217,0,26.167,0,NA,9,NA,9,NA,0,"11.24",0,NA,0,NA,0,"10.97",0,NA,9,NA,9,57.14,0,NA,9,NA,9,NA,9,NA,9
"3912","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,160,159.02,"1.03",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.09",0,"0.00",0,"11.17",0,"1.30",0,"18.18",0,NA,0,"0.00240",0,NA,0,NA,0,36.459,0,NA,9,NA,0,18.378,0,26.296,0,NA,9,NA,9,NA,0,"10.70",0,NA,0,NA,0,"10.44",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3913","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,200,200.27,"0.29",0,"12.62",0,NA,9,9.96920996838687e+36,9,NA,9,"0.11",0,"0.01",0,NA,0,"1.79",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.417,0,NA,9,NA,0,18.046,0,26.345,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,57.44,0,NA,9,NA,9,NA,9,NA,9
"3914","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,250,249.68,"0.16",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,NA,8,"0.02",0,"16.53",8,"1.99",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.385,0,NA,9,NA,0,17.875,0,26.367,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3915","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,281,261.5,"0.06",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.73",0,"0.01",0,"0.03",0,NA,0,NA,0,NA,0,"0.00242",0,NA,0,NA,0,36.376,0,NA,9,NA,0,17.842,0,26.371,0,NA,9,NA,9,NA,0,"17.21",8,NA,8,NA,0,"16.80",8,NA,9,NA,9,57.33,0,NA,0,NA,9,NA,9,NA,9
"3916","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,300,298.6,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.09",0,NA,0,NA,0,NA,0,"0.00243",0,NA,0,NA,0,36.362,0,NA,9,NA,0,17.737,0,26.384,0,NA,9,NA,9,NA,0,"13.33",0,NA,0,NA,0,"13.00",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3917","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,350,348.54,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.00244",0,NA,0,NA,0,36.344,0,NA,9,NA,0,17.63,0,26.396,0,NA,9,NA,9,NA,0,"14.33",0,NA,0,NA,0,"13.99",0,NA,9,NA,9,54.18,0,NA,0,NA,9,NA,9,NA,9
"3918","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,400,400.09,"0.00",0,"0.00",0,NA,9,9.96920996838687e+36,9,NA,9,"10.82",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.00245",0,NA,0,"1019.7",0,36.327,0,NA,9,NA,0,17.518,0,26.408,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3919","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,500,498.04,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,"14.24",0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.00246",0,NA,0,"1038.5",0,36.305,0,NA,9,NA,0,17.388,0,26.42,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3920","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,750,745.39,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.00248",0,NA,0,"1081.8",0,36.27,0,NA,9,NA,0,17.261,0,26.426,0,NA,9,NA,9,NA,8,"12.09",8,NA,8,NA,8,"11.80",8,NA,9,NA,9,55.91,0,NA,0,NA,9,NA,9,NA,9
"3921","93HG_207",1,-64.67,10.5,2013-11-13,13,316,11,2013,1310,1299.23,NA,9,NA,9,NA,9,9.96920996838687e+36,9,NA,9,NA,0,"0.00",0,"0.00",0,NA,0,NA,0,NA,0,"0.00251",0,NA,0,"1141.9",0,36.253,0,NA,9,NA,0,17.29,0,26.407,0,NA,9,NA,9,NA,8,"12.93",8,NA,8,NA,8,"12.62",8,NA,9,NA,9,57.83,0,NA,0,NA,9,NA,9,NA,9
"3922","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,1,1.19,NA,0,"197.59",0,NA,9,9.96920996838687e+36,9,NA,9,"0.29",0,"0.00",0,"0.00",0,"0.07",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.724,0,NA,9,NA,0,26.727,0,24.106,0,NA,9,NA,9,"114.93",0,"15.48",0,NA,0,"112.16",0,"15.11",0,NA,9,NA,9,72.9,0,NA,9,"0.84",0,0.13,0,0.13,0
"3923","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,7,6.65,NA,0,"198.94",0,NA,9,9.96920996838687e+36,9,NA,9,"0.26",0,"0.00",0,"0.00",0,"0.05",0,"0.77",0,NA,0,"0.00240",0,NA,0,NA,0,36.72,0,NA,9,NA,0,26.294,0,24.237,0,NA,9,NA,9,"139.02",0,"13.01",0,"12.46",0,"135.67",0,"12.70",0,NA,9,NA,9,NA,9,NA,9,"1.04",0,0.13,0,0.14,0
"3924","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,15,14.84,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.20",0,"0.00",0,"0.00",0,"0.07",0,"1.37",0,NA,0,"0.00242",0,NA,0,NA,0,36.713,0,NA,9,NA,0,25.935,0,24.35,0,NA,9,NA,9,"125.15",0,"14.54",0,"10.04",0,"122.13",0,"14.19",0,NA,9,NA,9,NA,9,NA,9,"1.25",0,0.13,0,0.16,0
"3925","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,25,25.17,NA,0,"176.44",0,NA,9,9.96920996838687e+36,9,NA,9,"0.15",0,"0.00",0,"0.00",0,"0.06",0,NA,0,NA,0,"0.00242",0,NA,0,NA,0,36.744,0,NA,9,NA,0,24.707,0,24.759,0,NA,9,NA,9,"121.92",0,"15.84",0,NA,0,"118.98",0,"15.46",0,NA,9,NA,9,NA,9,NA,9,"0.92",0,0.16,0,0.23,0
"3926","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,35,34.9,NA,0,"147.12",0,NA,9,9.96920996838687e+36,9,NA,9,"0.12",0,"0.24",0,"0.51",0,"0.09",0,"1.47",0,NA,0,"0.00243",0,NA,0,NA,0,36.797,0,NA,9,NA,0,23.998,0,25.012,0,NA,9,NA,9,"120.86",0,"16.44",0,NA,0,"117.95",0,"16.05",0,NA,9,NA,9,76.63,0,NA,9,"1.11",0,0.23,0,0.4,0
"3927","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,55,54.27,NA,0,"137.99",0,NA,9,9.96920996838687e+36,9,NA,9,"0.14",0,"0.13",0,NA,0,"0.32",0,NA,0,NA,0,"0.00242",0,NA,0,NA,0,36.787,0,NA,9,NA,0,23.092,0,25.267,0,NA,9,NA,9,NA,0,"12.69",0,NA,0,NA,0,"12.38",0,NA,9,NA,9,NA,9,NA,9,"0.11",0,0.15,0,0.5,0
"3928","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,75,75.09,NA,0,"129.73",0,NA,9,9.96920996838687e+36,9,NA,9,"0.17",0,"0.06",0,NA,0,"0.40",0,NA,0,NA,0,"0.00242",0,NA,0,NA,0,36.784,0,NA,9,NA,0,22.452,0,25.456,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,75.08,0,NA,9,"0.00",0,0.05,0,0.25,0
"3929","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,100,100.42,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.24",0,"0.04",0,NA,0,"0.48",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.763,0,NA,9,NA,0,21.347,0,25.747,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,"0.07",0,0.02,0,0.08,0
"3930","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,130,129.67,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.23",0,"0.03",0,"11.95",0,"0.95",0,NA,0,NA,0,"0.00240",0,NA,0,NA,0,36.566,0,NA,9,NA,0,19.177,0,26.18,0,NA,9,NA,9,NA,0,NA,0,"10.51",0,NA,0,NA,0,NA,9,NA,9,63.82,0,NA,9,NA,9,NA,9,NA,9
"3931","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,160,162.14,"1.35",0,"17.12",0,NA,9,9.96920996838687e+36,9,NA,9,"0.32",0,"0.03",0,"12.52",0,"1.31",0,"15.03",0,NA,0,"0.00240",0,NA,0,NA,0,36.474,0,NA,9,NA,0,18.45,0,26.294,0,NA,9,NA,9,NA,0,"10.29",0,NA,0,NA,0,"10.05",0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9
"3932","93HG_208",1,-64.67,10.5,2013-12-04,4,337,12,2013,200,199.69,"0.39",0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,"0.06",0,"0.02",0,NA,0,"1.68",0,NA,0,NA,0,"0.00241",0,NA,0,NA,0,36.423,0,NA,9,NA,0,18.069,0,26.346,0,NA,9,NA,9,NA,0,NA,0,"10.27",0,NA,0,NA,0,NA,9,NA,9,57.34,0,NA,9,NA,9,NA,9,NA,9
