"","Date","X.x","Cruise_ID","Leg","lon.x","lat.x","Day","days.x","Month","Year","Depth_target","Depth_real","O2_ml_L","O2_ml_L_Q","O2_umol_kg","O2_umol_kg_Q","SiOH4_Cumana","SiOH4_Cumana_Q","PO4_Cumana","PO4_Cumana_Q","NO3_Cumana","NO3_Cumana_Q","NH4","NH4_Q","NO2","NO2_Q","NO3_NO2","NO3_NO2_Q","PO4","PO4_Q","SiOH4","SiOH4_Q","pH","pH_Q","Alkalinity","Alkalinity_Q","TCO2","TCO2_Q","fCO2","fCO2_Q","sal_bot","sal_bot_Q","sal_bot_corr","sal_bot_corr_Q","sal_ctd","sal_ctd_Q","Temp","Temp_Q","Sigma_t","Sigma_t_Q","TPP","TPP_Q","PIP","PIP_Q","POC_ug_L","POC_ug_L_Q","PON_ug_L","PON_ug_L_Q","CtoN_part","CtoN_part_Q","POC_ug_kg","POC_ug_kg_Q","PON_ug_kg","PON_ug_kg_Q","DON_USF_uM","DON_USF_uM_Q","DOP_USF_uM","DOP_USF_uM_Q","DOC","DOC_Q","TOC","TOC_Q","PriPro","PriPro_Q","Chl","Chl_Q","Phaeo","Phaeo_Q","X.1","X.y","CruiseID","month","days.y","press","lat.y","lon.y","sigma_t","sigma_0","potemp","sal","temp","beam_att","beam_cp","fluor_chla","belowmld","depthdiff"
"119",2006-07-04,2377,"93HG_124",1,-64.67,10.5,4,184,7,2006,25,25.303,NA,0,185.4,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0,0,0,0,0.02,0,0.34,0,NA,0,0.002429,0,NA,0,NA,0,36.953,0,NA,9,NA,0,23.872,0,25.151,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.04,8,NA,9,NA,9,0,8,0.18,0,0.15,0,124,154965,"93HG_124",7,184,16,10.5,-64.67,24.734,24.735,24.992,36.84,24.995,0.644,0.28,0.154,TRUE,-9.303
"120",2006-08-03,2395,"93HG_125",1,-64.67,10.5,3,214,8,2006,15,15.18,NA,0,177.91,0,NA,9,9.96920996838687e+36,9,NA,9,0.13,0,0.03,0,0.16,0,0,0,0.37,0,NA,4,0.002435,0,NA,0,NA,0,36.852,0,NA,9,NA,0,22.476,0,25.49,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.12,0,NA,9,NA,9,NA,0,0.76,0,0.39,0,125,156283,"93HG_125",8,214,10,10.5,-64.67,24.74,24.74,24.701,36.729,24.703,0.588,0.224,0.14,TRUE,-5.18
"121",2006-09-12,2414,"93HG_126",1,-64.67,10.5,12,254,9,2006,15,14.51,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.19,0,0,0,0.1,0,0.05,0,1.14,0,NA,0,0.002385,0,NA,0,NA,0,36.482,4,NA,9,NA,0,26.934,0,23.857,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.2,0,NA,9,NA,9,1.72,0,0.15,0,0.11,0,126,157608,"93HG_126",9,254,12,10.5,-64.67,23.758,23.758,27.196,36.465,27.199,0.567,0.203,0.101,TRUE,-2.51
"122",2006-10-10,2433,"93HG_127",1,-64.67,10.5,10,282,10,2006,15,15.02,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.23,0,0,0,0,0,0.02,0,0.44,0,NA,0,0.002397,0,NA,0,NA,0,36.634,0,NA,9,NA,0,25.281,0,24.489,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,0,0.21,0,NA,9,NA,9,1.35,0,0.22,0,0.19,0,127,158933,"93HG_127",10,282,13,10.5,-64.67,24.492,24.493,25.248,36.624,25.251,0.801,0.437,0.228,TRUE,-2.02
"123",2006-11-02,2453,"93HG_128",1,-64.67,10.5,2,305,11,2006,25,25.73,NA,0,193.87,0,NA,9,9.96920996838687e+36,9,NA,9,0.35,0,0,0,0,0,0.04,0,0.88,0,NA,0,0.002409,0,NA,0,NA,0,36.328,4,NA,9,NA,0,27.394,0,23.592,0,NA,9,NA,9,NA,0,14.54,0,NA,0,NA,0,14.19,0,NA,0,0.23,0,NA,9,NA,9,1.05,0,0.12,0,0.1,0,128,160264,"93HG_128",11,305,20,10.5,-64.67,23.325,23.327,28.04,36.257,28.041,0.412,0.048,0.067,TRUE,-5.73
"124",2006-12-05,2472,"93HG_129",1,-64.67,10.5,5,338,12,2006,25,25.26,NA,0,184.87,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0,0,0,0,0.05,0,1.4,0,NA,0,0.002388,0,NA,0,NA,0,36.566,4,NA,9,NA,0,25.865,0,24.268,0,NA,9,NA,9,NA,0,12.02,0,NA,0,NA,0,11.73,0,NA,0,0.12,0,NA,9,NA,9,1.14,0,0.17,0,0.28,0,129,161611,"93HG_129",12,338,23,10.5,-64.67,24.125,24.127,26.226,36.543,26.231,0.494,0.13,0.16,TRUE,-2.26
"125",2007-02-06,2491,"93HG_130",1,-64.67,10.5,6,36,2,2007,25,26.51,NA,0,113.02,0,NA,9,9.96920996838687e+36,9,NA,9,0.47,0,0.57,0,NA,8,0.52,4,NA,0,NA,0,0.00241,0,NA,0,NA,0,36.748,0,NA,9,NA,0,21.61,0,25.652,0,NA,9,NA,9,143.5,0,NA,0,NA,0,140.04,0,NA,0,NA,0,0.19,0,NA,9,NA,9,0.17,0,1.51,0,1.12,0,130,162936,"93HG_130",2,36,22,10.5,-64.67,25.47,25.471,22.256,36.744,22.26,NA,NA,1.166,TRUE,-4.51
"126",2007-03-06,2509,"93HG_131",1,-64.67,10.5,6,64,3,2007,15,14.53,NA,0,140.27,0,NA,9,9.96920996838687e+36,9,NA,9,0.48,0,0.61,0,NA,0,0.37,0,NA,0,NA,0,0.002496,8,NA,8,NA,0,36.72,0,NA,9,NA,0,21.471,0,25.677,0,NA,9,NA,9,145.57,0,NA,0,NA,0,142.07,0,NA,0,NA,0,0.17,0,NA,9,NA,9,NA,0,0.99,0,0.75,0,131,164250,"93HG_131",3,64,12,10.5,-64.67,25.401,25.401,22.449,36.725,22.451,NA,NA,0.902,TRUE,-2.53
"127",2007-04-10,2529,"93HG_132",1,-64.67,10.5,10,99,4,2007,25,25.75,NA,0,162.86,0,NA,9,9.96920996838687e+36,9,NA,9,0.54,0,0.23,0,NA,0,0.23,0,1.37,0,NA,0,0.002404,0,NA,0,NA,0,36.75,0,NA,9,NA,0,21.676,0,25.638,0,NA,9,NA,9,127.77,0,NA,0,NA,0,124.69,0,NA,0,NA,0,0.27,4,NA,9,NA,9,NA,0,0.5,0,0.58,0,132,165579,"93HG_132",4,99,19,10.5,-64.67,25.265,25.267,23.048,36.775,23.052,0.168,0.532,0.429,TRUE,-6.75
"128",2007-05-08,2548,"93HG_133",1,-64.67,10.5,8,127,5,2007,25,28.7,NA,0,153.19,0,NA,9,9.96920996838687e+36,9,NA,9,0.36,0,0.12,0,1.47,0,0.15,0,1.82,0,NA,0,0.00241,0,NA,0,NA,0,36.863,0,NA,9,NA,0,22.661,0,25.454,0,NA,9,NA,9,NA,0,13.3,0,NA,0,NA,0,12.98,0,NA,0,0.03,8,NA,9,NA,9,NA,0,0.25,0,0.3,0,133,166879,"93HG_133",5,127,21,10.5,-64.67,24.812,24.813,24.769,36.853,24.774,0.079,0.443,0.168,TRUE,-7.7
"129",2007-06-05,2567,"93HG_134",1,-64.67,10.5,5,155,6,2007,25,24.5,NA,0,196.97,0,NA,9,9.96920996838687e+36,9,NA,9,0.08,0,0,0,0,0,0.03,0,0.46,0,NA,0,0.002419,0,NA,0,NA,0,36.711,0,NA,9,NA,0,26.27,0,24.243,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.15,0,NA,9,NA,9,1.12,0,0.16,0,0.15,0,134,168221,"93HG_134",6,155,21,10.5,-64.67,24.03,24.032,26.925,36.712,26.93,0.052,0.416,0.077,TRUE,-3.5
"130",2007-07-03,2585,"93HG_135",1,-64.67,10.5,3,183,7,2007,15,15.46,NA,0,158.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.26,0,0.03,0,0,0,0.06,0,0,0,NA,8,0.002415,0,NA,0,NA,0,36.861,0,NA,9,NA,0,23.705,0,25.149,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.18,0,NA,9,NA,9,NA,0,0.28,0,0.26,0,135,169527,"93HG_135",7,183,12,10.5,-64.67,24.844,24.845,24.765,36.894,24.767,0.138,0.502,0.23,TRUE,-3.46
"131",2007-08-07,2605,"93HG_136",1,-64.67,10.5,7,218,8,2007,25,24.54,NA,0,191.42,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0.03,0,0,0,0.05,0,1.22,0,NA,0,0.002391,0,NA,0,NA,0,36.457,0,NA,9,NA,0,26.509,0,23.983,0,NA,9,NA,9,NA,0,11.01,0,NA,0,NA,0,10.75,0,NA,0,0.17,0,NA,9,NA,9,0.88,0,0.12,0,0.09,0,136,170858,"93HG_136",8,218,20,10.5,-64.67,23.733,23.734,27.154,36.415,27.159,0.055,0.418,0.059,TRUE,-4.54
"132",2007-09-04,2623,"93HG_137",1,-64.67,10.5,4,246,9,2007,15,14.97,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.46,0,0,0,0,0,0.02,0,1.33,0,NA,0,0.002361,8,NA,0,NA,0,35.961,0,NA,9,NA,0,28.238,0,23.061,0,NA,9,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0.19,0,NA,9,NA,9,1.33,0,0.14,0,0.08,0,137,172174,"93HG_137",9,246,14,10.5,-64.67,22.955,22.956,28.448,35.943,28.451,0.062,0.426,0.173,TRUE,-0.970000000000001
"133",2007-10-09,2642,"93HG_138",1,-64.67,10.5,9,281,10,2007,15,14.77,NA,0,196.61,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.02,0,0.02,0,0.01,0,1.65,0,NA,0,0.002407,0,NA,0,NA,0,36.472,8,NA,9,NA,0,27.519,0,23.661,0,NA,9,NA,9,NA,0,15.22,0,NA,0,NA,0,14.86,0,NA,9,NA,9,NA,9,NA,9,1.39,0,0.07,0,0.13,0,138,173444,"93HG_138",10,281,12,10.5,-64.67,23.569,23.57,28.044,36.581,28.047,0.052,0.416,0.026,TRUE,-2.77
"134",2007-12-11,2661,"93HG_140",1,-64.67,10.5,11,344,12,2007,15,14.64,NA,0,190.48,0,NA,9,9.96920996838687e+36,9,NA,9,1.27,4,0.55,8,NA,8,0.17,8,1.34,8,NA,0,0.00238,0,NA,0,NA,0,36.579,8,NA,9,NA,0,27.299,0,23.831,0,NA,9,NA,9,NA,0,NA,0,11.18,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,1.27,0,0.14,0,0.15,0,140,176138,"93HG_140",12,344,13,10.5,-64.67,23.734,23.735,27.522,36.574,27.525,0.079,0.443,0.214,TRUE,-1.64
"135",2008-01-10,2680,"93HG_141",1,-64.67,10.5,10,9,1,2008,25,25.63,NA,0,173.96,0,NA,9,9.96920996838687e+36,9,NA,9,0.84,0,0.16,0,0.82,0,0.11,0,0.73,0,NA,0,0.002394,0,NA,0,NA,0,36.799,0,NA,9,NA,0,24.425,0,24.874,0,NA,9,NA,9,136.98,0,NA,0,NA,0,133.68,0,NA,0,NA,9,NA,9,NA,9,NA,9,1.11,0,0.52,0,0.5,0,141,176899,"93HG_141",1,9,18,10.5,-64.67,24.738,24.739,24.84,36.784,24.844,0.131,0.495,0.648,TRUE,-7.63
"136",2008-02-12,2699,"93HG_142",1,-64.67,10.5,12,42,2,2008,25,24.78,NA,0,176.86,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0.15,0,0.31,0,0.05,0,1.39,0,NA,0,0.002491,8,NA,8,NA,0,36.878,0,NA,9,NA,0,24.043,0,25.054,0,NA,9,NA,9,NA,0,NA,0,11.25,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,1.65,0,0.76,0,0.58,0,142,178227,"93HG_142",2,42,24,10.5,-64.67,25.006,25.008,24.18,36.875,24.185,0.207,0.571,0.744,TRUE,-0.780000000000001
"137",2008-03-11,2718,"93HG_143",1,-64.67,10.5,11,70,3,2008,25,25.63,NA,0,166.38,0,NA,9,9.96920996838687e+36,9,NA,9,1.26,8,0.91,0,NA,0,0.28,0,NA,0,NA,0,0.002433,0,NA,0,NA,0,36.789,0,NA,9,NA,0,22.504,0,25.441,0,NA,9,NA,9,184.87,0,NA,0,NA,0,180.41,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,1.31,0,0.89,0,143,179547,"93HG_143",3,70,23,10.5,-64.67,25.396,25.397,22.618,36.783,22.623,0.279,0.643,1.561,TRUE,-2.63
"138",2008-04-08,2737,"93HG_144",1,-64.67,10.5,8,98,4,2008,25,25.21,NA,0,189.15,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.03,0,0.13,0,0.05,0,0.84,0,NA,0,0.002417,0,NA,0,NA,0,36.841,0,NA,9,NA,0,22.578,0,25.45,0,NA,0,NA,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,1.59,0,0.51,0,0.41,0,144,180871,"93HG_144",4,98,25,10.5,-64.67,25.446,25.448,22.588,36.838,22.593,0.143,0.507,0.505,TRUE,-0.210000000000001
"139",2008-06-04,2774,"93HG_146",1,-64.67,10.5,4,155,6,2008,15,15.68,NA,0,194.58,0,NA,9,9.96920996838687e+36,9,NA,9,0.28,0,0.02,0,0.02,0,0.03,0,1.02,0,NA,0,0.002416,0,NA,0,NA,0,36.886,0,NA,9,NA,0,25.421,0,24.638,0,NA,0,NA,9,NA,0,18.25,0,NA,0,NA,0,17.81,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.12,0,0.09,0,146,183504,"93HG_146",6,155,15,10.5,-64.67,24.545,24.546,25.705,36.882,25.709,0.091,0.455,0.094,TRUE,-0.68
"140",2008-07-08,2791,"93HG_147",1,-64.67,10.5,8,189,7,2008,15,15.63,NA,0,194.66,0,NA,9,9.96920996838687e+36,9,NA,9,0,0,0.02,0,0.02,0,0.03,0,1.68,0,NA,0,0.002432,0,NA,0,NA,0,36.824,8,NA,9,NA,0,23.616,0,25.109,0,NA,0,NA,0,135.03,0,19.48,0,NA,0,131.78,0,19.01,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.19,0,0.11,0,147,184006,"93HG_147",7,189,13,10.5,-64.67,24.952,24.953,24.279,36.841,24.282,0.094,0.458,0.136,TRUE,-2.63
"141",2008-08-05,2811,"93HG_148",1,-64.67,10.5,5,217,8,2008,25,25.5,NA,0,174.58,0,NA,9,9.96920996838687e+36,9,NA,9,0.33,0,0.02,0,0.04,0,0.03,0,1.2,0,NA,0,0.002407,0,NA,0,NA,0,36.816,0,NA,9,NA,0,23.423,0,25.186,0,110.37,0,18.17,0,160.6,0,NA,0,NA,0,156.73,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.6,0,0.24,0,0.15,0,148,185332,"93HG_148",8,217,17,10.5,-64.67,24.639,24.64,25.123,36.768,25.127,0.107,0.471,0.173,TRUE,-8.5
"142",2008-09-10,2830,"93HG_149",1,-64.67,10.5,10,253,9,2008,25,24.79,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.16,0,0.13,0,0.37,0,0.02,0,NA,0,NA,0,0.002388,0,NA,0,NA,0,36.345,0,NA,9,NA,0,27.441,0,23.579,0,NA,0,NA,9,NA,0,12.66,0,NA,0,NA,0,12.36,0,NA,9,NA,9,NA,9,NA,9,0.63,0,0.18,0,0.16,0,149,186652,"93HG_149",9,253,16,10.5,-64.67,23.315,23.316,28.269,36.343,28.273,NA,NA,0.131,TRUE,-8.79
"143",2008-10-10,2848,"93HG_150",1,-64.67,10.5,10,283,10,2008,15,15.09,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,0.02,0,0.02,0,0.05,0,0.01,0,NA,0,NA,0,0.002375,0,NA,0,NA,0,36.095,0,NA,9,NA,0,28.589,0,23.039,0,15.81,0,NA,0,NA,0,11.29,0,NA,0,NA,0,11.02,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.1,0,0.11,0,150,187971,"93HG_150",10,283,13,10.5,-64.67,22.835,22.837,29.029,36.041,29.032,NA,NA,0.088,TRUE,-2.09
"144",2008-11-18,2868,"93HG_151",1,-64.67,10.5,18,322,11,2008,25,24.26,NA,0,190.2,0,NA,9,9.96920996838687e+36,9,NA,9,0.24,0,0.02,0,0.02,0,0.02,0,NA,0,NA,0,0.002398,4,NA,0,NA,0,36.615,0,NA,9,NA,0,26.134,0,24.214,0,NA,0,NA,0,NA,0,11.82,0,NA,0,NA,0,11.53,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.17,0,0.17,0,151,189301,"93HG_151",11,322,21,10.5,-64.67,24.064,24.066,26.52,36.586,26.525,0.062,0.426,0.138,TRUE,-3.26
"145",2008-12-10,2888,"93HG_152",1,-64.67,10.5,10,344,12,2008,35,35.48,NA,0,183.65,0,NA,9,9.96920996838687e+36,9,NA,9,0.02,0,0.04,0,0.04,0,0,0,1.37,0,NA,0,0.00241,0,NA,0,NA,0,36.72,0,NA,9,NA,0,25.317,0,24.552,0,NA,0,NA,0,NA,0,NA,0,12.9,0,NA,0,NA,0,NA,9,NA,9,66.11,0,NA,9,0.66,0,0.24,0,0.38,0,152,190680,"93HG_152",12,344,27,10.5,-64.67,24.247,24.248,26.101,36.652,26.107,0.08,0.444,0.144,TRUE,-8.48
"146",2009-01-13,2907,"93HG_153",1,-64.67,10.5,13,12,1,2009,35,33.6,NA,0,141.3,0,NA,9,9.96920996838687e+36,9,NA,9,0.19,0,0.44,0,NA,0,0.22,0,NA,0,NA,9,0.002411,0,NA,9,NA,9,36.835,0,NA,9,NA,0,23.857,0,25.079,0,NA,0,17.51,0,191.44,0,NA,0,NA,0,186.82,0,NA,0,NA,9,NA,9,65.2,0,NA,9,0.76,0,1,0,1.01,0,153,192006,"93HG_153",1,12,30,10.5,-64.67,24.884,24.886,24.47,36.829,24.476,0.192,0.556,0.72,TRUE,-3.6
"147",2009-03-03,2941,"93HG_155",1,-64.67,10.5,3,61,3,2009,25,23.37,NA,0,148.89,0,NA,9,9.96920996838687e+36,9,NA,9,0.22,0,0.6,0,NA,0,0.15,0,1.64,0,NA,4,0.002397,0,NA,0,NA,0,NA,9,NA,9,NA,0,22.265,0,25.547,0,NA,0,NA,0,157.83,0,NA,0,NA,0,154.02,0,NA,0,NA,9,NA,9,NA,9,NA,9,1.72,0,0.82,0,0.7,0,155,193719,"93HG_155",3,61,18,10.5,-64.67,25.295,25.296,22.938,36.839,22.942,0.181,0.545,0.632,TRUE,-5.37
"148",2009-05-08,2978,"93HG_157",1,-64.67,10.5,8,127,5,2009,15,14.17,NA,0,178.12,0,NA,9,9.96920996838687e+36,9,NA,9,0.25,0,0.26,0,0.8,0,0.04,0,0.65,0,NA,8,0.002425,0,NA,0,NA,0,36.874,0,NA,9,NA,0,22.973,0,25.369,0,NA,0,NA,0,153.26,0,NA,0,NA,0,149.56,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.66,0,0.49,0,157,196359,"93HG_157",5,127,14,10.5,-64.67,25.399,25.4,22.899,36.894,22.902,0.172,0.536,0.536,TRUE,-0.17
"149",2009-06-02,2998,"93HG_158",1,-64.67,10.5,2,152,6,2009,25,25.4,NA,0,167.17,0,NA,9,9.96920996838687e+36,9,NA,9,0.82,4,0.14,0,NA,0,0.11,0,0,0,NA,0,0.002432,0,NA,0,NA,0,36.95,0,NA,9,NA,0,22.288,0,25.616,0,NA,0,17.49,0,132.26,0,NA,0,NA,0,129.07,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.52,0,0.48,0,158,197687,"93HG_158",6,152,19,10.5,-64.67,25.358,25.357,23.229,36.965,23.233,0.165,0.529,0.223,TRUE,-6.4
"150",2009-07-14,3017,"93HG_159",1,-64.67,10.5,14,194,7,2009,25,25.08,NA,0,180.93,0,NA,9,9.96920996838687e+36,9,NA,9,0.15,0,0.03,0,0.03,0,0.03,0,1.14,0,NA,0,0.002429,0,NA,0,NA,0,36.936,0,NA,9,NA,0,24.102,0,25.063,0,NA,0,13.48,0,NA,0,15.71,0,NA,0,NA,0,15.33,0,NA,9,NA,9,NA,9,NA,9,NA,9,0.19,0,0.15,0,159,199007,"93HG_159",7,194,15,10.5,-64.67,24.595,24.596,25.586,36.898,25.589,0.116,0.48,0.027,TRUE,-10.08
"151",2009-08-11,3035,"93HG_160",1,-64.67,10.5,11,222,8,2009,15,15.02,NA,0,175.63,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0.01,0,0.01,0,0.04,0,0.49,0,NA,0,0.00259,8,NA,8,NA,0,36.808,0,NA,9,NA,0,24.424,0,24.89,0,NA,0,NA,0,104.46,0,16.53,0,NA,0,101.94,0,16.13,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.82,0,0.6,0,160,200326,"93HG_160",8,222,12,10.5,-64.67,24.722,24.723,25.019,36.835,25.021,0.155,0.519,0.088,TRUE,-3.02
"152",2009-09-15,3054,"93HG_161",1,-64.67,10.5,15,257,9,2009,15,15.27,NA,0,197.02,0,NA,9,9.96920996838687e+36,9,NA,9,0.01,0,0.01,0,0.01,0,0.01,0,0.51,0,NA,0,0.002415,0,NA,0,NA,0,36.777,0,NA,9,NA,0,27.007,0,24.05,0,NA,0,NA,0,178.47,0,NA,0,NA,0,174.17,0,NA,0,NA,9,NA,9,NA,9,NA,9,NA,0,0.22,0,0.1,0,161,201651,"93HG_161",9,257,15,10.5,-64.67,24.068,24.069,26.938,36.767,26.941,0.097,0.461,0.218,TRUE,-0.27
"153",2009-10-06,3074,"93HG_162",1,-64.67,10.5,6,278,10,2009,25,24.59,NA,0,195.25,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0,0,0,0,0.03,0,0.86,0,NA,0,0.002398,0,NA,0,NA,0,36.641,0,NA,9,NA,0,25.252,0,24.519,0,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,NA,9,1.01,0,0.16,0,0.12,0,162,202975,"93HG_162",10,278,17,10.5,-64.67,24.134,24.136,26.247,36.563,26.251,0.117,0.481,0.077,TRUE,-7.59
"154",2009-11-10,3093,"93HG_163",1,-64.67,10.5,10,313,11,2009,25,24.95,NA,0,195.07,0,NA,9,9.96920996838687e+36,9,NA,9,0.12,0,0.02,0,0.64,0,0.01,0,NA,0,NA,0,0.002411,0,NA,0,NA,0,36.755,0,NA,9,NA,0,26.378,0,24.211,0,NA,0,NA,0,NA,0,16.61,0,NA,0,NA,0,16.21,0,NA,9,NA,9,NA,9,NA,9,0.57,0,0.14,0,0.1,0,163,204301,"93HG_163",11,313,20,10.5,-64.67,23.838,23.84,27.607,36.75,27.612,0.076,0.44,0.068,TRUE,-4.95
"155",2009-12-08,3113,"93HG_164",1,-64.67,10.5,8,341,12,2009,35,34.79,NA,0,185.12,0,NA,9,9.96920996838687e+36,9,NA,9,0.41,0,0.07,0,0.21,0,0.04,0,NA,0,NA,0,0.002432,0,NA,0,NA,0,36.875,9,NA,9,NA,0,24.815,0,24.814,0,NA,0,12.77,0,139.08,0,15.39,0,10.54,0,135.73,0,15.02,0,NA,9,NA,9,65.42,0,NA,9,0.86,0,0.44,0,0.22,0,164,205634,"93HG_164",12,341,31,10.5,-64.67,24.762,24.765,24.961,36.867,24.968,0.236,0.6,0.447,TRUE,-3.79
"156",2010-01-12,3132,"93HG_165",1,-64.67,10.5,12,11,1,2010,35,35.21,NA,0,158.79,0,NA,9,9.96920996838687e+36,9,NA,9,0.36,0,0.45,0,NA,0,0.17,0,1.94,0,NA,0,0.002432,0,NA,0,NA,0,36.889,0,NA,9,NA,0,23.437,0,25.24,0,NA,0,16.66,0,NA,0,17.59,0,NA,0,NA,0,17.17,0,NA,9,NA,9,63.34,0,NA,9,1.08,0,0.62,0,0.76,0,165,206955,"93HG_165",1,11,29,10.5,-64.67,25.02,25.022,24.147,36.881,24.153,0.112,0.476,0.268,TRUE,-6.21
"157",2010-02-11,3150,"93HG_166",1,-64.67,10.5,11,41,2,2010,25,24.88,NA,0,169.89,0,NA,9,9.96920996838687e+36,9,NA,9,0.12,0,0.02,0,0.29,0,0.04,0,1.33,0,NA,0,0.002418,0,NA,9,NA,9,36.799,0,NA,9,NA,0,21.61,0,25.689,0,175.09,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.19,0,1.7,0,1.41,0,166,208270,"93HG_166",2,41,22,10.5,-64.67,25.628,25.629,21.841,36.797,21.845,0.655,1.019,4.92,TRUE,-2.88
"158",2010-03-09,3166,"93HG_167",1,-64.67,10.5,9,67,3,2010,25,24.96,NA,0,NA,0,NA,9,9.96920996838687e+36,9,NA,9,1.08,8,0.03,0,0.74,0,0.07,0,NA,0,NA,0,0.00241,0,NA,9,NA,9,36.801,0,NA,9,NA,0,25.471,0,24.55,0,NA,0,NA,0,NA,0,NA,8,NA,8,NA,0,NA,8,NA,9,NA,9,NA,9,NA,9,1.17,0,0.13,0,0.15,0,167,208469,"93HG_167",3,67,19,10.5,-64.67,24.241,24.242,26.397,36.768,26.401,0.112,0.476,0.071,TRUE,-5.96
"159",2010-04-07,3185,"93HG_168",1,-64.67,10.5,7,96,4,2010,25,25.05,NA,0,192.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.47,0,0.01,0,0.29,0,0.05,0,0.8,0,NA,0,0.002415,0,NA,0,NA,0,36.855,0,NA,9,NA,0,24.459,0,24.908,0,NA,0,NA,0,NA,0,15.56,0,NA,0,NA,0,15.19,0,NA,9,NA,9,NA,9,NA,9,1.18,0,0.32,0,0.25,0,168,209792,"93HG_168",4,96,19,10.5,-64.67,24.615,24.616,25.387,36.844,25.391,0.195,0.559,0.071,TRUE,-6.05
"160",2010-05-11,3204,"93HG_169",2,-64.67,10.5,11,130,5,2010,25,26.03,NA,0,191.1,0,NA,9,9.96920996838687e+36,9,NA,9,0.09,0,0.01,0,0.05,0,0,0,0.41,0,NA,0,0.002446,0,NA,0,NA,0,36.958,0,NA,9,NA,0,23.732,0,25.206,0,NA,0,NA,0,125.5,0,NA,0,NA,0,122.48,0,NA,0,NA,9,NA,9,NA,9,NA,9,0.75,0,0.19,0,0.18,0,169,211118,"93HG_169",5,130,22,10.5,-64.67,24.961,24.962,24.49,36.939,24.495,0.187,0.551,0.09,TRUE,-4.03
"161",2010-06-08,3223,"93HG_170",1,-64.67,10.5,8,158,6,2010,25,25,NA,0,192,0,NA,9,9.96920996838687e+36,9,NA,9,0.05,0,0,0,0.03,0,0,0,1.4,0,NA,0,0.002414,0,NA,0,NA,0,36.671,0,NA,9,NA,0,26.898,0,23.985,0,NA,0,NA,0,NA,0,10.89,0,NA,0,NA,0,10.63,0,NA,9,NA,9,NA,9,NA,9,1.35,0,0.11,0,0.08,0,170,212442,"93HG_170",6,158,23,10.5,-64.67,23.706,23.708,27.859,36.684,27.865,0.06,0.424,0.043,TRUE,-2
"162",2010-08-04,3241,"93HG_171",1,-64.67,10.5,4,215,8,2010,15,14.3,NA,0,184.6,0,NA,9,9.96920996838687e+36,9,NA,9,0.36,0,0.01,0,0.03,0,0.02,0,1.81,0,NA,0,0.002416,0,NA,0,NA,0,36.748,0,NA,9,NA,0,25.6,0,24.465,0,NA,0,11.27,0,NA,0,11.59,0,NA,0,NA,0,11.31,0,NA,9,NA,9,NA,9,NA,9,1.2,0,0.18,0,0.11,0,171,213754,"93HG_171",8,215,12,10.5,-64.67,24.142,24.143,26.488,36.675,26.491,0.102,0.466,0.114,TRUE,-2.3
