Date,depth,Prasinophytes,Dinoflagellates,Cryptophytes,Haptophytes2,Chlorophytes,Cyanobacteria,Diatoms_Hapto1,Hapto3_Hapto4,2Date,2depth,2Prasinophytes,2Dinoflagellates,2Cryptophytes,2Haptophytes2,2Chlorophytes,2Cyanobacteria,2Diatoms_Hapto1,2Hapto3_Hapto4
05/11/00,75.00,10.61,0.07,0.23,16.34,0.00,0.00,70.28,34.96,04/07/10,100.00,13.20,2.22,5.96,3.14,6.07,1.96,7.55,15.88
05/11/00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,05/11/10,1.00,6.85,19.83,11.85,17.09,7.87,11.13,109.32,26.06
06/06/00,1.00,10.29,0.46,2.67,15.33,0.23,43.83,53.92,32.79,05/11/10,1.00,6.84,19.81,11.84,16.15,7.78,11.10,107.43,25.05
06/06/00,7.00,0.65,0.50,3.00,11.91,6.48,33.91,71.75,24.20,05/11/10,1.00,6.55,15.55,5.94,16.84,8.81,10.34,127.39,21.58
06/06/00,15.00,10.76,0.41,2.45,17.82,1.25,41.68,46.66,39.07,05/11/10,7.00,6.88,19.87,11.86,17.99,8.03,11.18,109.14,22.04
06/06/00,25.00,34.90,0.60,3.60,22.80,0.00,13.72,96.07,46.92,05/11/10,15.00,8.11,17.97,5.96,16.13,9.62,19.02,128.08,24.11
06/06/00,35.00,42.47,0.46,3.02,40.31,0.00,10.51,31.60,78.52,05/11/10,25.00,19.95,16.09,6.31,15.89,7.39,32.46,87.27,41.64
06/06/00,55.00,34.71,0.17,1.14,24.07,0.00,11.27,36.41,49.43,05/11/10,35.00,17.80,17.15,106.52,242.77,16.32,23.22,307.53,286.70
06/06/00,75.00,9.63,0.30,1.89,15.85,2.53,1.00,58.90,40.41,05/11/10,55.00,82.28,11.65,31.22,44.28,0.00,13.18,89.35,99.04
06/06/00,100.00,10.98,0.03,0.26,7.67,0.00,0.26,4.84,14.65,05/11/10,75.00,87.24,9.67,19.92,33.51,0.00,11.13,46.67,83.86
07/07/00,1.00,0.00,0.00,0.00,85.40,0.00,0.00,11.70,0.00,05/11/10,100.00,52.94,7.25,6.74,18.68,0.00,7.20,5.12,55.06
07/07/00,7.00,0.00,0.00,0.00,145.62,0.00,0.00,25.19,0.08,06/08/10,1.00,5.50,7.35,7.52,5.07,13.73,50.60,29.40,20.84
07/07/00,15.00,0.00,0.69,2.29,34.49,0.00,0.00,54.12,0.00,06/08/10,1.00,5.93,9.68,7.41,7.20,13.34,53.62,24.06,21.76
07/07/00,25.00,0.00,0.10,0.33,1.63,0.00,6.08,118.14,23.52,06/08/10,7.00,5.29,7.16,7.14,6.61,12.52,55.94,23.22,24.13
07/07/00,35.00,12.58,0.02,0.07,6.69,0.00,11.71,21.09,31.93,06/08/10,15.00,4.81,9.48,7.02,6.51,12.66,52.59,28.86,22.06
07/07/00,55.00,0.05,0.00,0.00,2.24,0.44,6.41,15.87,12.09,06/08/10,25.00,5.16,9.41,7.00,5.86,11.67,53.10,16.04,23.75
08/09/00,1.00,0.00,0.09,0.37,2.20,0.00,82.47,1.96,13.02,06/08/10,35.00,19.60,12.78,8.87,11.21,13.40,31.35,44.96,40.82
08/09/00,7.00,0.00,0.07,0.23,1.04,0.00,68.93,2.63,12.00,06/08/10,55.00,81.47,22.88,63.85,39.14,2.59,24.03,108.67,122.37
08/09/00,15.00,0.00,0.17,0.78,3.92,0.00,71.87,7.88,10.19,06/08/10,75.00,16.63,7.01,6.17,11.72,8.43,4.79,28.04,33.21
08/09/00,25.00,0.00,0.19,1.02,8.13,0.00,66.95,1.47,20.05,06/08/10,100.00,19.44,2.15,5.57,7.12,3.59,3.90,2.08,25.14
08/09/00,35.00,30.75,0.66,36.78,34.13,1.48,47.51,72.02,58.77,08/04/10,1.00,3.59,6.87,6.48,5.49,11.02,58.09,32.05,18.40
08/09/00,55.00,34.38,0.00,0.00,9.89,0.00,18.13,85.92,49.09,08/04/10,1.00,4.48,4.60,6.50,5.92,10.56,58.95,34.95,21.05
08/09/00,75.00,15.67,0.12,1.02,36.89,4.49,22.60,47.24,48.58,08/04/10,7.00,4.12,6.92,6.57,6.62,11.36,56.43,32.59,23.37
08/09/00,100.00,0.00,0.03,0.11,6.65,0.00,0.00,43.61,9.89,08/04/10,15.00,10.69,11.97,7.43,6.62,12.24,64.23,39.43,33.38
09/12/00,1.00,6.24,0.21,1.10,14.31,0.00,104.01,100.18,37.75,08/04/10,25.00,22.44,14.83,15.06,9.64,11.75,68.51,49.91,42.86
09/12/00,7.00,6.41,0.22,1.13,0.00,0.00,92.06,146.91,32.17,08/04/10,35.00,46.12,12.82,23.63,15.26,9.02,83.36,99.87,79.92
09/12/00,15.00,12.77,28.43,2.46,10.16,0.00,83.08,98.51,49.70,08/04/10,55.00,68.92,6.86,18.40,21.43,0.00,10.74,33.34,57.30
09/12/00,25.00,13.51,29.95,2.18,12.34,0.00,41.12,35.46,34.75,08/04/10,75.00,43.30,4.64,6.13,14.04,0.00,6.70,19.87,40.32
09/12/00,35.00,21.72,42.13,1.73,21.77,0.00,14.89,25.36,48.69,08/04/10,100.00,27.35,2.20,5.69,7.79,1.88,4.08,2.05,25.97
09/12/00,55.00,12.78,0.36,4.78,65.19,0.00,52.98,417.03,58.18,09/15/10,1.00,6.50,11.56,6.91,4.55,11.38,98.98,53.65,21.47
09/12/00,75.00,24.31,0.37,1.20,0.00,0.00,10.30,179.67,60.96,09/15/10,1.00,7.43,13.87,6.95,4.57,11.12,95.95,48.60,21.51
09/12/00,100.00,7.00,0.01,0.04,2.70,0.00,4.24,10.81,11.41,09/15/10,7.00,7.41,13.84,6.91,5.55,11.04,98.95,47.83,23.47
10/10/00,1.00,0.00,0.00,0.00,2.87,0.00,77.24,0.00,6.29,09/15/10,7.00,7.84,11.53,6.88,5.66,10.68,97.70,47.30,22.40
10/10/00,7.00,0.00,0.00,0.00,0.00,0.00,69.57,0.00,6.33,09/15/10,15.00,7.87,16.12,6.94,5.82,10.98,94.61,63.44,27.21
10/10/00,15.00,3.43,0.00,0.00,5.37,0.00,75.21,0.00,10.78,09/15/10,25.00,14.83,16.57,7.85,6.59,11.29,100.21,80.19,33.47
10/10/00,25.00,8.25,0.00,0.00,10.21,0.00,92.50,0.00,21.74,09/15/10,35.00,28.53,20.11,9.62,11.59,13.31,75.80,81.01,48.02
10/10/00,35.00,50.87,0.54,3.30,21.18,0.00,57.18,96.59,46.94,09/15/10,55.00,35.17,25.04,60.21,63.82,0.43,45.39,94.68,220.26
10/10/00,55.00,58.47,0.07,21.91,40.34,0.00,23.56,75.54,74.71,09/15/10,75.00,71.04,9.20,18.43,29.70,0.00,15.54,62.84,71.24
10/10/00,75.00,10.10,0.00,0.00,16.27,0.14,7.79,7.36,17.73,10/05/10,1.00,8.98,6.59,5.92,5.00,6.71,94.25,31.12,23.44
10/10/00,100.00,17.81,0.02,0.25,16.43,0.00,8.09,0.00,24.29,10/05/10,1.00,9.16,6.73,6.39,4.85,7.52,92.47,40.79,22.08
,,,,,,,,,,10/05/10,7.00,8.21,11.07,6.06,4.53,7.55,88.91,38.66,22.00
,,,,,,,,,,10/05/10,15.00,9.01,11.00,5.95,4.92,6.86,97.54,26.23,24.48
,,,,,,,,,,10/05/10,25.00,10.45,8.90,6.22,5.69,6.84,98.26,42.69,23.95
,,,,,,,,,,10/05/10,35.00,13.13,13.08,5.93,8.86,3.90,90.19,107.78,35.13
,,,,,,,,,,10/05/10,55.00,22.20,10.77,28.98,13.49,23.35,91.53,142.65,164.03
,,,,,,,,,,10/05/10,75.00,52.77,6.83,12.10,25.11,0.00,20.88,106.63,82.68
,,,,,,,,,,10/05/10,100.00,26.37,2.28,6.11,10.25,3.41,5.42,11.15,31.01
,,,,,,,,,,11/09/10,1.00,4.24,10.62,5.16,3.73,6.40,67.04,0.00,12.81
,,,,,,,,,,11/09/10,1.00,4.34,14.98,5.34,3.20,6.96,68.35,0.12,14.70
,,,,,,,,,,11/09/10,7.00,4.63,14.87,5.19,3.28,6.00,66.74,0.00,15.29
,,,,,,,,,,11/09/10,15.00,5.31,14.66,4.85,3.55,4.65,75.61,0.00,18.36
,,,,,,,,,,11/09/10,25.00,9.12,22.89,6.84,6.55,9.49,80.43,2.99,32.69
,,,,,,,,,,11/09/10,35.00,16.12,36.37,15.07,14.68,14.73,94.99,27.76,58.28
,,,,,,,,,,11/09/10,55.00,48.84,11.66,12.27,31.67,1.87,11.93,70.74,101.02
,,,,,,,,,,11/09/10,75.00,44.33,2.32,6.19,17.80,0.13,8.14,5.06,51.03
,,,,,,,,,,11/09/10,100.00,21.71,4.06,4.17,7.93,0.28,2.30,0.00,27.55
,,,,,,,,,,12/08/10,1.00,9.84,18.03,12.04,10.92,8.75,38.99,59.34,40.10
,,,,,,,,,,12/08/10,1.00,8.50,9.31,6.62,9.27,11.34,38.08,65.08,27.80
,,,,,,,,,,12/08/10,7.00,9.11,11.29,12.06,11.92,9.67,45.42,59.30,40.23
,,,,,,,,,,12/08/10,15.00,9.54,15.78,18.11,14.34,9.45,46.35,60.58,41.86
,,,,,,,,,,12/08/10,15.00,10.04,15.82,12.06,14.24,9.51,46.51,61.81,42.02
,,,,,,,,,,12/08/10,25.00,21.27,10.19,88.71,153.82,37.58,40.87,283.85,277.71
,,,,,,,,,,12/08/10,35.00,19.86,12.10,75.96,93.06,4.81,26.02,81.08,250.10
,,,,,,,,,,12/08/10,55.00,47.75,14.34,6.07,23.94,0.38,8.43,7.29,51.80
,,,,,,,,,,12/08/10,75.00,6.69,2.04,5.03,5.12,7.10,1.76,4.88,9.39
,,,,,,,,,,12/08/10,100.00,0.00,1.20,2.62,0.40,3.48,0.69,0.78,0.83
