Cruise,Leg,Day,Month,Year,Depth_target,Depth_real,O2_ml_L,O2_umol_kg,SiOH4_Cumana,  PO4_Cumana,NO3_Cumana,NH4 ,NO2 ,NO3NO2 ,PO4,SiOH4,pH,Alkalinity,TCO2,fCO2,Salinity_bott,Salinity_bottcorr,Salinity_ctd,Temp_ctd,Sigma-t_ctd,TPP,PIP,POC,PN,C/N part.,POC,PN,DON_USF,DOP_USF,DOC,TOC,PriPro,Chl,Phaeo,,
170,1,08,06,2010,55,54.5,3.85,167.79,-9999,-9999,-9999,0.31 ,0.62 ,3.32 ,0.10 ,1.93 ,8.003,0.002419,2120,444.5,36.849,-9999,36.840,23.980,25.041,45.16,8.61,112.60,24.31,5.40,109.89,23.72,-9999,-9999,-9999,-9999,0.48,0.30,0.35,,
170,1,08,06,2010,75,74.4,3.33,144.88,-9999,-9999,-9999,0.20 ,0.99 ,4.48 ,0.24 ,2.04 ,7.965,0.002437,2159,473.3,36.834,-9999,36.906,22.706,25.465,12.83,2.33,38.04,12.24,3.63,37.12,11.95,-9999,-9999,62.72,-9999,0.04,0.11,0.18,,
170,1,08,06,2010,100,100.6,3.14,136.55,-9999,-9999,-9999,0.06 ,0.07 ,6.44 ,0.37 ,3.31 ,7.939,0.002410,2149,479.3,36.854,-9999,36.844,21.519,25.755,38.07,6.02,48.68,12.29,4.62,47.51,11.99,-9999,-9999,-9999,-9999,-9999,0.07,0.21,,
170,1,08,06,2010,130,130.8,2.24,97.62,-9999,-9999,-9999,0.10 ,0.04 ,10.80 ,0.79 ,7.44 ,7.840,0.002394,2186,578.9,36.619,-9999,36.620,19.624,26.098,7.33,3.32,45.13,7.82,6.74,44.05,7.63,-9999,-9999,58.68,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,160,161.7,1.71,74.28,-9999,-9999,-9999,0.00 ,0.02 ,11.79 ,1.02 ,11.84 ,7.780,0.002394,2216,656.5,36.497,-9999,36.501,18.687,26.249,11.80,1.30,44.21,4.69,11.00,43.15,4.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,200,201.3,1.03,44.90,-9999,-9999,-9999,0.18 ,0.02 ,11.07 ,1.37 ,18.54 ,7.715,0.002391,2241,767.3,36.449,-9999,36.454,18.352,26.298,9.65,3.67,64.76,4.03,18.73,63.20,3.94,-9999,-9999,82.50,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,250,250.4,0.07,3.12,-9999,-9999,-9999,0.69 ,0.04 ,1.69 ,1.87 ,35.55 ,7.628,0.002411,2296,957.5,36.388,-9999,36.392,17.917,26.360,65.70,50.81,54.07,15.22,4.14,52.77,14.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,266,266.2,0.03,1.17,-9999,-9999,-9999,1.43 ,0.01 ,0.13 ,2.39 ,39.01 ,7.629,0.002419,2303,955,36.380,-9999,36.384,17.856,26.368,30.18,12.42,59.18,13.28,5.20,57.76,12.96,-9999,-9999,197.83,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,300,301.5,0.00,0.00,-9999,-9999,-9999,4.87 ,0.02 ,0.16 ,2.85 ,46.32 ,7.623,0.002427,2313,969.8,36.374,-9999,36.365,17.721,26.387,47.64,3.53,53.30,11.11,5.60,52.02,10.85,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,350,351.1,0.00,0.00,-9999,-9999,-9999,7.52 ,0.01 ,0.06 ,3.04 ,53.77 ,7.617,0.002429,2317,979.2,36.342,-9999,36.346,17.600,26.402,13.00,3.94,50.51,9.18,6.42,49.29,8.96,-9999,-9999,-9999,155.75,-9999,-9999,-9999,,
170,1,08,06,2010,400,401.4,0.00,0.00,-9999,-9999,-9999,8.68 ,0.01 ,0.06 ,3.11 ,56.56 ,7.616,0.002429,2317,980.8,36.341,-9999,36.338,17.562,26.405,10.89,0.58,59.97,10.37,6.74,58.53,10.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,500,501.5,-9999,-9999,-9999,-9999,-9999,14.22 ,0.00 ,0.06 ,3.40 ,69.18 ,7.603,0.002489,2380,1031.6,36.298,-9999,36.299,17.364,26.424,13.53,1.21,47.31,9.43,5.85,46.17,9.20,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
170,1,08,06,2010,750,751.4,-9999,-9999,-9999,-9999,-9999,25.58 ,0.01 ,0.08 ,4.03 ,102.47 ,7.592,0.002478,2373,1052.8,36.263,-9999,36.266,17.243,26.427,7.25,5.51,54.67,6.48,9.85,53.35,6.32,-9999,-9999,-9999,477.08,-9999,-9999,-9999,,
170,1,08,06,2010,1310,1311.3,-9999,-9999,-9999,-9999,-9999,25.73 ,0.01 ,0.09 ,4.01 ,96.01 ,7.570,0.002505,2408,1129.72,36.249,-9999,36.249,17.270,26.408,17.09,9.68,58.05,14.34,4.72,56.65,13.99,-9999,-9999,-9999,877.50,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,1,04,08,2010,1,2.4,4.42,192.70,-9999,-9999,-9999,0.05 ,0.00 ,0.01 ,0.06 ,1.85 ,8.052,0.002396,2071,443.19,36.585,-9999,36.594,27.588,23.729,6.86,4.40,50.32,7.34,8.00,49.11,7.16,-9999,-9999,125.42,-9999,1.23,0.14,0.07,,
171,1,04,08,2010,7,7.1,4.42,192.84,-9999,-9999,-9999,0.01 ,0.00 ,0.00 ,0.01 ,-9999,8.044,0.002386,-999,-999.00,36.583,-9999,36.587,27.219,23.843,9.23,-9999,51.13,12.34,4.83,49.90,12.04,-9999,-9999,-9999,-9999,1.51,0.13,0.07,,
171,1,04,08,2010,15,14.3,4.24,184.67,-9999,-9999,-9999,0.36 ,0.01 ,0.03 ,0.02 ,1.81 ,8.048,0.002416,2090,417.18,36.748,-9999,36.731,25.600,24.465,57.97,11.27,56.27,11.59,5.66,54.92,11.31,-9999,-9999,-9999,-9999,1.20,0.18,0.11,,
171,1,04,08,2010,25,24.4,4.09,178.27,-9999,-9999,-9999,0.04 ,0.00 ,0.00 ,0.02 ,1.68 ,8.034,0.002401,2085,421.35,36.776,-9999,36.776,25.041,24.671,19.41,4.78,61.32,10.17,7.04,59.84,9.92,-9999,-9999,-9999,-9999,1.00,0.23,0.18,,
171,1,04,08,2010,35,35.1,4.21,183.45,-9999,-9999,-9999,0.04 ,0.00 ,0.07 ,0.03 ,-9999,8.036,0.002352,-999,-999.00,36.800,-9999,36.807,24.679,24.806,15.19,3.08,46.68,10.03,5.43,45.55,9.79,-9999,-9999,78.28,-9999,0.99,0.26,0.28,,
171,1,04,08,2010,55,55.6,3.37,147.02,-9999,-9999,-9999,0.04 ,0.23 ,4.02 ,0.17 ,2.76 ,7.974,0.002408,2127,480.94,36.860,-9999,36.863,24.052,25.037,16.40,3.84,42.96,12.15,4.13,41.93,11.86,-9999,-9999,-9999,-9999,0.14,0.12,0.40,,
171,1,04,08,2010,75,75.2,3.27,142.53,-9999,-9999,-9999,0.15 ,0.08 ,4.31 ,0.25 ,3.02 ,7.971,0.002403,2124,477.61,36.884,-9999,36.893,23.697,25.166,15.20,9.12,40.13,7.56,6.19,39.16,7.38,-9999,-9999,81.22,-9999,-9999,0.07,0.20,,
171,1,04,08,2010,100,100.4,3.23,140.56,-9999,-9999,-9999,0.05 ,0.08 ,5.25 ,0.30 ,3.14 ,7.949,0.002408,2141,489.13,36.892,-9999,36.895,22.754,25.443,10.48,14.29,45.56,9.73,5.46,44.46,9.50,-9999,-9999,-9999,-9999,-9999,0.06,0.19,,
171,1,04,08,2010,130,131.0,2.62,113.98,-9999,-9999,-9999,0.13 ,0.03 ,9.97 ,0.66 ,5.87 ,7.885,0.002388,2158,522.91,36.701,-9999,36.689,20.176,26.004,18.10,4.59,37.02,7.98,5.41,36.12,7.78,-9999,-9999,59.93,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,160,162.3,1.17,50.84,-9999,-9999,-9999,0.00 ,0.02 ,12.31 ,1.31 ,16.40 ,7.729,0.002381,2226,742.49,36.474,-9999,36.478,18.521,26.274,9.30,5.09,30.00,7.86,4.46,29.28,7.67,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,200,203.4,0.36,15.53,-9999,-9999,-9999,0.91 ,0.02 ,8.90 ,1.66 ,25.31 ,7.658,0.002377,2251,880.19,36.416,-9999,36.422,18.117,26.333,29.11,5.02,91.55,21.68,4.93,89.34,21.16,-9999,-9999,58.84,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,250,253.1,0.11,4.58,-9999,-9999,-9999,0.25 ,0.01 ,4.43 ,1.97 ,33.06 ,7.633,0.002409,2292,946.18,36.420,-9999,36.397,17.945,26.356,38.64,12.01,80.24,9.79,9.57,78.30,9.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,276,278.8,0.07,3.04,-9999,-9999,-9999,1.74 ,0.01 ,0.09 ,2.83 ,37.89 ,7.633,0.002418,2300,947.38,36.393,-9999,36.390,17.901,26.362,28.35,9.50,79.73,14.89,6.25,77.81,14.53,-9999,-9999,58.51,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,300,303.8,0.00,0.00,-9999,-9999,-9999,3.64 ,0.00 ,0.08 ,2.76 ,43.47 ,7.621,0.002417,2304,973.23,36.374,-9999,36.377,17.805,26.376,28.48,5.80,97.79,21.87,5.22,95.43,21.34,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,350,354.7,0.00,0.00,-9999,-9999,-9999,8.31 ,0.00 ,0.09 ,3.20 ,56.82 ,7.619,0.002419,2306,971.27,36.341,-9999,36.351,17.633,26.398,29.95,5.57,88.21,15.50,6.64,86.08,15.13,-9999,-9999,-9999,139.17,-9999,-9999,-9999,,
171,1,04,08,2010,400,403.3,0.00,0.00,-9999,-9999,-9999,6.12 ,0.00 ,0.09 ,3.08 ,49.99 ,7.614,0.002431,2320,987.66,36.359,-9999,36.339,17.560,26.406,23.84,4.14,59.65,8.04,8.66,58.21,7.84,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,500,507.0,-9999,-9999,-9999,-9999,-9999,13.46 ,0.00 ,0.10 ,3.60 ,70.05 ,7.600,0.002392,2287,998.77,36.291,-9999,36.295,17.340,26.427,15.38,8.26,42.70,12.79,3.89,41.67,12.48,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
171,1,04,08,2010,750,750.4,-9999,-9999,-9999,-9999,-9999,17.26 ,0.00 ,0.09 ,3.88 ,82.16 ,7.588,0.002489,2385,1068.91,36.261,-9999,36.266,17.243,26.428,10.28,4.18,41.05,10.35,4.63,40.06,10.10,-9999,-9999,-9999,121.58,-9999,-9999,-9999,,
171,1,04,08,2010,1310,1304.3,-9999,-9999,-9999,-9999,-9999,20.66 ,0.01 ,0.13 ,4.22 ,95.40 ,7.569,0.002499,2402,1129.35,36.254,-9999,36.249,17.266,26.409,8.21,3.31,39.20,7.59,6.03,38.26,7.41,-9999,-9999,-9999,425.00,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,1,15,09,2010,1,1.8,4.54,198.41,-9999,-9999,-9999,0.37 ,0.02 ,0.06 ,0.04 ,-9999,8.100,0.002395,2039.9,425.2,36.454,-9999,36.457,30.062,22.798,43.28,18.82,155.35,25.36,7.15,151.60,24.74,-9999,-9999,89.92,-9999,2.00,0.17,0.10,,
172,1,15,09,2010,7,6.8,4.52,197.51,-9999,-9999,-9999,0.17 ,0.01 ,0.02 ,0.03 ,-9999,8.101,0.002404,2048.4,413.8,36.407,-9999,36.396,29.264,23.024,37.65,11.38,119.42,17.50,7.96,116.55,17.08,-9999,-9999,-9999,-9999,-9999,0.17,0.10,,
172,1,15,09,2010,15,15.3,4.49,195.78,-9999,-9999,-9999,0.32 ,0.01 ,0.02 ,0.05 ,-9999,8.088,0.002397,2050.3,421.5,36.394,-9999,36.384,28.882,23.143,38.97,40.76,117.77,22.21,6.19,114.94,21.68,-9999,-9999,-9999,-9999,2.16,0.17,0.09,,
172,1,15,09,2010,25,25.2,4.41,192.22,-9999,-9999,-9999,0.20 ,0.00 ,0.03 ,0.05 ,-9999,8.078,0.002399,2056.4,396.6,36.583,-9999,36.595,26.668,24.026,46.39,16.52,80.89,18.11,5.21,78.94,17.67,-9999,-9999,-9999,-9999,1.31,0.16,0.15,,
172,1,15,09,2010,35,34.6,4.26,185.69,-9999,-9999,-9999,0.35 ,0.01 ,0.01 ,0.05 ,-9999,8.057,0.002406,2076.9,411.4,36.624,-9999,36.639,25.955,24.285,33.99,7.81,7.29,1.60,5.31,7.11,1.56,-9999,-9999,72.09,-9999,0.87,0.22,0.21,,
172,1,15,09,2010,55,54.7,3.93,171.35,-9999,-9999,-9999,0.30 ,0.29 ,0.86 ,0.12 ,-9999,8.027,0.002415,2102.8,432.6,36.727,-9999,36.738,25.026,24.648,44.20,9.12,71.50,13.76,6.06,69.78,13.43,-9999,-9999,-9999,-9999,0.39,0.36,0.75,,
172,1,15,09,2010,75,74.7,3.20,139.48,-9999,-9999,-9999,0.26 ,0.31 ,3.72 ,0.26 ,-9999,7.970,0.002410,2131.3,491.3,36.801,-9999,36.810,24.284,24.927,15.57,7.32,47.32,14.05,3.93,46.18,13.71,-9999,-9999,77.28,-9999,0.04,0.13,0.29,,
172,1,15,09,2010,100,100.2,3.02,131.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.961,0.002382,2110.8,488.4,36.854,-9999,36.861,23.777,25.117,9.52,6.29,26.23,8.56,3.58,25.60,8.35,-9999,-9999,-9999,-9999,-9999,0.06,0.09,,
172,1,15,09,2010,130,130.0,2.40,104.48,-9999,-9999,-9999,0.19 ,0.02 ,10.29 ,0.74 ,-9999,7.856,0.002401,2185.1,569.2,36.678,-9999,36.684,20.189,25.996,9.44,7.71,23.61,2.10,13.12,23.04,2.05,-9999,-9999,79.23,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,160,161.4,1.41,61.15,-9999,-9999,-9999,0.16 ,0.02 ,12.34 ,1.20 ,-9999,7.762,0.002338,2170.4,673.1,36.512,-9999,36.507,18.720,26.245,9.35,5.39,35.04,7.40,5.52,34.20,7.22,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,200,200.4,0.36,15.77,-9999,-9999,-9999,0.31 ,0.02 ,9.51 ,1.67 ,23.90 ,7.661,0.002400,2273,883.7,36.428,-9999,36.430,18.166,26.326,14.23,4.31,43.13,6.27,8.03,42.09,6.11,-9999,-9999,63.37,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,250,250.2,0.04,1.95,-9999,-9999,-9999,1.10 ,0.00 ,0.07 ,2.99 ,36.46 ,7.629,0.002413,2297,956.1,36.407,-9999,36.394,17.922,26.360,48.06,38.70,48.37,9.11,6.20,47.20,8.89,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,260,261.2,0.00,0.00,-9999,-9999,-9999,1.95 ,0.01 ,0.06 ,2.65 ,39.40 ,7.633,0.002421,2303,947.6,36.396,-9999,36.389,17.886,26.365,33.26,7.64,51.44,14.94,4.02,50.20,14.58,-9999,-9999,57.52,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,300,300.6,0.00,0.00,-9999,-9999,-9999,2.69 ,0.00 ,0.08 ,2.89 ,41.27 ,7.639,0.002439,2318.2,937.2,36.371,-9999,36.377,17.800,26.377,18.46,6.44,75.34,8.43,10.43,73.53,8.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,350,350.8,0.00,0.00,-9999,-9999,-9999,5.51 ,0.00 ,0.10 ,3.06 ,47.67 ,7.620,0.002439,2325.4,979.6,36.360,-9999,36.357,17.665,26.394,12.29,2.67,42.91,7.31,6.85,41.88,7.14,-9999,-9999,-9999,104.83,-9999,-9999,-9999,,
172,1,15,09,2010,400,400.8,0.00,0.00,-9999,-9999,-9999,7.58 ,0.00 ,0.12 ,3.19 ,52.43 ,7.616,0.002423,2310.8,981,36.342,-9999,36.344,17.596,26.402,14.06,3.91,48.69,8.34,6.81,47.52,8.14,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,500,501.9,-9999,-9999,-9999,-9999,-9999,12.92 ,0.01 ,0.14 ,3.53 ,65.77 ,7.603,0.002453,2345.1,1018.2,36.301,-9999,36.304,17.385,26.423,11.66,6.06,42.81,6.78,7.37,41.77,6.61,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
172,1,15,09,2010,750,750.7,-9999,-9999,-9999,-9999,-9999,18.48 ,0.01 ,0.16 ,3.90 ,81.59 ,7.589,0.002479,2375.6,1061.1,36.267,-9999,36.266,17.239,26.429,12.94,2.77,33.42,7.17,5.44,32.61,7.00,-9999,-9999,-9999,6538.33,-9999,-9999,-9999,,
172,1,15,09,2010,1310,1311.2,-9999,-9999,-9999,-9999,-9999,21.79 ,0.00 ,0.17 ,4.09 ,91.92 ,7.562,0.002467,2373.9,1134.7,36.250,-9999,36.251,17.272,26.409,14.09,2.49,47.85,7.78,7.17,46.69,7.59,-9999,-9999,-9999,76.08,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,1,04,10,2010,1,2.1,4.31,188.09,-9999,-9999,-9999,0.17,0.08 ,0.08 ,0.07 ,4.74 ,8.111,-9999,-9999,-9999,36.209,-9999,36.203,29.592,22.768,35.03,3.23,81.49,13.95,6.81,79.52,13.62,-9999,-9999,78.80,-9999,0.80,0.16,0.12,,
173,1,04,10,2010,7,6.9,4.31,188.20,-9999,-9999,-9999,0.31,0.13 ,0.13 ,0.08 ,2.14 ,8.106,-9999,-9999,-9999,36.217,-9999,36.202,29.600,22.764,33.85,4.36,91.04,13.30,7.99,88.85,12.98,-9999,-9999,-9999,-9999,-9999,0.15,0.10,,
173,1,04,10,2010,15,15.1,4.32,188.64,-9999,-9999,-9999,0.18,0.10 ,0.10 ,0.08 ,2.93 ,8.107,-9999,-9999,-9999,36.234,-9999,36.224,29.604,22.779,42.12,3.16,75.30,11.32,7.76,73.49,11.04,-9999,-9999,-9999,-9999,0.81,0.16,0.11,,
173,1,04,10,2010,25,24.8,4.34,189.69,-9999,-9999,-9999,1.06,0.06 ,2.74 ,0.12 ,1.95 ,8.102,-9999,-9999,-9999,36.409,-9999,36.415,29.452,22.975,37.51,3.37,125.71,21.01,6.98,122.68,20.51,-9999,-9999,-9999,-9999,0.97,0.18,0.13,,
173,1,04,10,2010,35,35.5,4.37,190.79,-9999,-9999,-9999,0.29,0.09 ,0.09 ,0.07 ,1.89 ,8.102,-9999,-9999,-9999,36.269,-9999,36.442,29.340,23.033,37.48,9.98,79.23,12.90,7.16,77.32,12.59,-9999,-9999,76.90,-9999,0.76,0.18,0.15,,
173,1,04,10,2010,55,56.3,3.96,172.67,-9999,-9999,-9999,0.28,0.15 ,0.90 ,0.09 ,2.10 ,8.057,-9999,-9999,-9999,36.474,-9999,36.479,26.613,23.956,49.63,4.50,95.45,20.57,5.41,93.15,20.07,-9999,-9999,-9999,-9999,0.62,0.31,0.37,,
173,1,04,10,2010,75,78.3,3.59,156.44,-9999,-9999,-9999,0.28,0.42 ,1.68 ,0.20 ,3.48 ,8.020,-9999,-9999,-9999,36.635,-9999,36.637,25.737,24.351,25.36,3.94,61.10,11.65,6.12,59.63,11.37,-9999,-9999,68.97,-9999,0.04,0.19,0.30,,
173,1,04,10,2010,100,101.3,2.94,128.16,-9999,-9999,-9999,0.30,0.10 ,4.42 ,0.37 ,3.67 ,7.959,-9999,-9999,-9999,36.815,-9999,36.812,24.191,24.957,15.80,3.53,45.09,5.50,9.56,44.01,5.37,-9999,-9999,-9999,-9999,-9999,0.05,0.18,,
173,1,04,10,2010,130,131.2,2.42,105.44,-9999,-9999,-9999,0.17,0.09 ,8.91 ,0.65 ,6.05 ,7.875,-9999,-9999,-9999,36.739,-9999,36.731,20.806,25.865,21.10,1.53,75.71,11.67,7.57,73.89,11.39,-9999,-9999,59.89,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,160,159.8,1.50,65.21,-9999,-9999,-9999,0.32,0.08 ,12.25 ,1.15 ,12.37 ,7.771,-9999,-9999,-9999,36.533,-9999,36.523,18.888,26.215,13.56,7.73,42.27,5.29,9.32,41.26,5.16,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,200,206.6,0.15,6.50,-9999,-9999,-9999,0.45,0.03 ,7.56 ,1.82 ,28.27 ,7.640,-9999,-9999,-9999,36.415,-9999,36.412,18.070,26.337,77.14,8.68,41.40,7.78,6.21,40.40,7.59,-9999,-9999,57.68,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,250,249.7,0.02,0.98,-9999,-9999,-9999,2.00,0.03 ,0.10 ,2.89 ,38.36 ,7.631,-9999,-9999,-9999,36.390,-9999,36.387,17.894,26.361,27.96,6.91,48.56,7.94,7.13,47.39,7.75,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,258,258.9,0.04,1.57,-9999,-9999,-9999,1.53,0.01 ,0.01 ,3.19 ,37.52 ,7.628,-9999,-9999,-9999,36.425,-9999,36.384,17.869,26.365,106.34,66.79,52.90,11.68,5.28,51.62,11.40,-9999,-9999,50.24,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,300,315.4,0.00,0.00,-9999,-9999,-9999,4.93,0.01 ,0.01 ,3.02 ,46.74 ,7.622,-9999,-9999,-9999,36.359,-9999,36.356,17.679,26.391,20.34,4.42,57.18,7.83,8.52,55.80,7.64,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,350,358.5,0.00,0.00,-9999,-9999,-9999,8.65,0.02 ,0.03 ,3.27 ,55.27 ,7.616,-9999,-9999,-9999,36.332,-9999,36.337,17.559,26.405,12.91,1.84,55.78,9.55,6.81,54.43,9.32,-9999,-9999,-9999,81.75,-9999,-9999,-9999,,
173,1,04,10,2010,400,404.1,0.00,0.00,-9999,-9999,-9999,9.49,0.01 ,0.01 ,3.35 ,58.48 ,7.599,-9999,-9999,-9999,36.324,-9999,36.328,17.515,26.409,20.90,11.19,68.87,8.76,9.17,67.21,8.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,500,501.7,-9999,-9999,-9999,-9999,-9999,13.11,0.02 ,0.02 ,3.55 ,67.34 ,7.606,-9999,-9999,-9999,36.302,-9999,36.300,17.379,26.421,13.76,4.08,31.74,3.47,10.66,30.97,3.39,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
173,1,04,10,2010,750,737.8,-9999,-9999,-9999,-9999,-9999,19.01,0.01 ,0.30 ,3.95 ,83.78 ,7.586,-9999,-9999,-9999,36.263,-9999,36.262,17.235,26.427,12.44,1.46,33.27,2.90,13.38,32.46,2.83,-9999,-9999,-9999,71.69,-9999,-9999,-9999,,
173,1,04,10,2010,1310,1302.2,-9999,-9999,-9999,-9999,-9999,22.29,0.00 ,0.01 ,3.69 ,94.22 ,7.569,-9999,-9999,-9999,36.247,-9999,36.248,17.271,26.407,19.30,7.88,36.33,2.87,14.76,35.45,2.80,-9999,-9999,-9999,81.66,-9999,-9999,-9999,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1,09,11,2010,1,2.1,4.38,191.52,-9999,-9999,-9999,0.78,0.03 ,0.06 ,0.06 ,2.08 ,8.102,0.002385,2033.0,422.1,36.066,-9999,36.063,30.048,22.507,30.07,10.10,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.65,-9999,0.91,0.09,0.08,,
174,1,09,11,2010,7,6.3,4.38,191.27,-9999,-9999,-9999,0.29,0.02 ,0.03 ,0.06 ,5.65 ,8.104,0.002402,2046.7,414.7,36.104,-9999,36.057,29.494,22.692,31.85,5.60,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.10,0.08,,
174,1,09,11,2010,15,14.0,4.42,192.82,-9999,-9999,-9999,0.28,0.03 ,0.03 ,0.06 ,1.96 ,8.103,0.002382,2029.4,410.5,36.069,-9999,36.066,29.429,22.720,31.55,4.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.93,0.11,0.09,,
174,1,09,11,2010,25,23.0,4.39,191.72,-9999,-9999,-9999,0.29,0.01 ,0.09 ,0.07 ,2.02 ,8.091,0.002390,2043.2,423.4,36.146,-9999,36.149,29.285,22.831,38.36,8.55,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.94,0.14,0.13,,
174,1,09,11,2010,35,34.3,4.24,185.18,-9999,-9999,-9999,0.30,0.02 ,0.02 ,0.06 ,2.66 ,8.080,0.002399,2057.6,421.4,36.322,-9999,36.295,28.254,23.285,35.96,7.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,75.05,-9999,0.44,0.24,0.20,,
174,1,09,11,2010,55,55.2,3.58,156.22,-9999,-9999,-9999,0.32,0.02 ,1.87 ,0.14 ,2.59 ,8.015,0.002403,2100.7,474.1,36.480,-9999,36.454,26.537,23.961,22.56,2.58,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.10,0.23,0.39,,
174,1,09,11,2010,75,75.9,3.37,147.04,-9999,-9999,-9999,0.32,0.13 ,3.27 ,0.24 ,2.88 ,7.993,0.002509,2209.7,502.4,36.684,-9999,36.683,25.341,24.509,6.38,4.36,-9999,-9999,-9999,-9999,-9999,-9999,-9999,70.44,-9999,0.03,0.10,0.25,,
174,1,09,11,2010,100,101.3,3.10,134.95,-9999,-9999,-9999,0.44,0.03 ,5.36 ,0.29 ,3.38 ,7.970,0.002426,2145.7,489.1,36.820,-9999,36.827,24.004,25.024,5.51,2.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.03,0.18,,
174,1,09,11,2010,130,130.1,3.04,132.48,-9999,-9999,-9999,0.62,0.02 ,6.77 ,0.42 ,3.62 ,7.953,0.002418,2147.9,480.2,36.871,-9999,36.820,22.459,25.471,4.28,4.52,-9999,-9999,-9999,-9999,-9999,-9999,-9999,62.17,-9999,-9999,-9999,-9999,,
174,1,09,11,2010,160,159.7,1.77,77.13,-9999,-9999,-9999,0.28,0.01 ,12.69 ,0.96 ,-9999,7.801,0.002396,2207.3,634.9,36.590,-9999,36.575,19.287,26.151,3.99,1.50,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
174,1,09,11,2010,200,200.6,0.63,27.58,-9999,-9999,-9999,0.26,0.01 ,11.76 ,1.50 ,21.43 ,7.685,0.002373,2236.5,822.0,36.434,-9999,36.438,18.248,26.312,6.67,11.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,53.93,-9999,-9999,-9999,-9999,,
174,1,09,11,2010,246,245.3,0.02,0.94,-9999,-9999,-9999,0.25,0.01 ,0.12 ,2.72 ,37.44 ,7.628,0.002423,2306.7,961.0,36.390,-9999,36.388,17.896,26.361,8.99,10.24,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,
174,1,09,11,2010,250,250.9,0.00,0.00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,38.43 ,7.631,0.002426,2311.1,955.5,36.382,-9999,36.386,17.886,26.362,52.68,26.86,-9999,-9999,-9999,-9999,-9999,-9999,-9999,52.32,-9999,-9999,-9999,-9999,,
