"","PAR","month","yday"
"654",54.7719994904473,"07",195
"655",56.2899995625485,"07",195
"656",56.5919995768927,"07",195
"657",52.6399993891828,"07",195
"658",52.8159993975423,"07",195
"659",53.8599994471297,"07",195
"660",53.6639994378202,"07",195
"661",54.5399994794279,"08",226
"662",53.8479994465597,"08",226
"663",53.1739994145464,"08",226
"664",52.2139993689489,"08",226
"665",54.9499994989019,"08",226
"666",53.343999422621,"08",226
"667",53.2099994162563,"08",226
"668",50.4219992838334,"08",226
"669",54.8559994944371,"08",226
"670",54.4779994764831,"08",226
"671",54.0359994554892,"08",226
"672",50.0739992673043,"08",226
"673",55.1939995104913,"08",226
"674",54.4179994736332,"08",226
"675",50.7979993016925,"08",226
"676",46.4819990966935,"08",226
"677",54.2879994674586,"08",226
"678",54.107999458909,"08",226
"679",51.9019993541297,"08",226
"680",47.6919991541654,"08",226
"681",49.3179992313962,"11",318
"682",49.2979992304463,"11",318
"683",49.3179992313962,"11",318
