"","AphiaID","aphiaid","speciesorig","speciesclean","scientificname","wm_attrs","wm_classes"
"368",163055,163055,"Chaetoceros protuberans","Chaetoceros protuberans","Chaetoceros protuberans","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros protuberans"
"369",163063,163063,"Chaetoceros cf. holsaticus","Chaetoceros cf. holsaticus","Chaetoceros cf. holsaticus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros holsaticus"
"370",163112,163112,"Chaetoceros radicans","Chaetoceros radicans","Chaetoceros radicans","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros radicans"
"371",163140,163140,"Miraltia sp.","Miraltia sp.","Miraltia sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Miraltia"
"372",163161,163161,"Chaetoceros tortissima","Chaetoceros tortissimus","Chaetoceros tortissimus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tortissimus"
"373",163166,163166,"Chaetoceros falax","Chaetoceros fallax","Chaetoceros fallax","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros fallax"
"374",163229,163229,"Lauderia shroederii","Lauderia shroederii","Detonula pumila","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia schroederi"
"375",163231,163231,"Shroredella delicatula","Schroederella delicatula","Detonula pumila","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Schroederella_Schroederella delicatula"
"376",163241,163241,"Guinardia cylindrus","Guinardia cylindrus","Guinardia cylindrus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia cylindrus"
"377",163242,163242,"Rhizosolenia cylindrus","Rhizosolenia cylindrus","Guinardia cylindrus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia cylindrus"
"378",163247,163247,"Trachelomonas","Trachelomonas sp.","Trachelomonas sp.","NA","Protozoa_Eozoa_Euglenozoa_Euglenozoa_Euglenoidea_Euglenia_Euglenida_Euglenaceae_Trachelomonas"
"379",163249,163249,"Hemiaulus hauckii","Hemiaulus hauckii","Hemiaulus hauckii","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus hauckii"
"380",163250,163250,"Hemiaulus sinensis","Hemiaulus sinensis","Hemiaulus sinensis","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Hemiaulus_Hemiaulus sinensis"
"381",163262,163262,"Dactyliosolen mediterran","Dactyliosolen mediterraneus","Leptocylindrus mediterraneus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Dactyliosolen_Dactyliosolen mediterraneus"
"382",163344,163344,"Pseudosolenia calcaravis","Pseudosolenia calcar-avis","Pseudosolenia calcar-avis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Pseudosolenia_Pseudosolenia calcar-avis"
"383",163712,163712,"Synedra fulgens","Synedra fulgens","Synedra fulgens","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra fulgens"
"384",163736,163736,"Bleakleya notata","Bleakeleya notata","Bleakeleya notata","Body size:50, Body size:70","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Bleakeleya_Bleakeleya notata"
"385",163820,163820,"Gymnodinium rotundatum","Gymnodinium rotundatum","Gymnodinium uberrimum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium rotundatum"
"386",163862,163862,"Protoperidinium claudic","Protoperidinium claudicans","Protoperidinium claudicans","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium claudicans"
"387",164053,164053,"Pyrocystis lunula","Pyrocystis lunula","Pyrocystis lunula","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis lunula"
"388",164108,164108,"Bacteriastrum delicatulu","Bacteriastrum delicatulum","Bacteriastrum delicatulum","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Bacteriastrum_Bacteriastrum delicatulum"
"389",164116,164116,"Odontella mobiliensis","Odontella mobiliensis","Trieres mobiliensis","Body size:18, Body size:40, Body size:90, Body size:200, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella mobiliensis"
"390",172436,172436,"Fragillariopsis cf. oceanicum","Fragilariopsis cf. oceanica","Fragilariopsis cf. oceanica","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Fragilariopsis_Fragilariopsis oceanica"
"391",175584,175584,"Phaeodactilum tricornutum","Phaeodactylum tricornutum","Phaeodactylum tricornutum","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Phaeodactylineae_Phaeodactylaceae_Phaeodactylum_Phaeodactylum tricornutum"
"392",176288,176288,"Synedra affinis","Synedra affinis","Tabularia fasciculata","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra affinis"
"393",177604,177604,"Trichodesmium sp.","Trichodesmium sp.","Trichodesmium sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Phormidiaceae_Phormidioideae_Trichodesmium"
"394",177833,177833,"Calyptrophora sp.","Calyptrophora sp.","Calyptrophora sp.","NA","Animalia_Cnidaria_Anthozoa_Octocorallia_Alcyonacea_Calcaxonia_Primnoidae_Calyptrophora"
"395",178180,178180,"Chaetoceros coarctatus","Chaetoceros coarctatus","Chaetoceros coarctatus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros coarctatus"
"396",178185,178185,"Chaetoceros peruvianus","Chaetoceros peruvianus","Chaetoceros peruvianus","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros peruvianus"
"397",178215,178215,"Chaetoceros dichaeta","Chaetoceros dichaeta","Chaetoceros dichaeta","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros dichaeta"
"398",178217,178217,"Chaetoceros messanensis","Chaetoceros messanensis","Chaetoceros messanensis","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros messanensis"
"399",178241,178241,"Chaetoceros tetrastichon","Chaetoceros tetrastichon","Chaetoceros tetrastichon","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros tetrastichon"
"400",178567,178567,"Hillea fusiformis","Hillea fusiformis","Hillea fusiformis","NA","Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Cryptomonadales_Hilleaceae_Hillea_Hillea fusiformis"
"401",178582,178582,"Eutreptia sp","Eutreptia sp.","Eutreptia sp.","NA","Protozoa_Eozoa_Euglenozoa_Euglenozoa_Euglenoidea_Euglenia_Eutreptiida_Eutreptiaceae_Eutreptia"
"402",178589,178589,"Dunaliella sp.","Dunaliella sp.","Dunaliella sp.","Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular","Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorophyceae_Volvocales_Dunaliellaceae_Dunaliella"
"403",178617,178617,"Crucigenia sp.","Crucigenia sp.","Crucigenia sp.","Paraphyletic group:Algae > Macroalgae, Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular, Unicellularity:non-unicellular","Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Trebouxiophyceae_Trebouxiophyceae ordo incertae sedis_Trebouxiophyceae incertae sedis_Crucigenia"
"404",178919,178919,"Pandorina sp.","Pandorina sp.","Pandorina sp.","Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular","Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorophyceae_Chlamydomonadales_Volvocaceae_Pandorina"
"405",179320,179320,"Messodinium sp.","Mesodinium sp.","Mesodinium sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Ciliophora_Intramacronucleata_Rhabdophora_Litostomatea_Haptoria_Cyclotrichiida_Mesodiniidae_Mesodinium"
"406",179596,179596,"Corethron histryx","Corethron hystrix","Corethron hystrix","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Corethranae_Corethrales_Corethraceae_Corethron_Corethron hystrix"
"407",179830,179830,"Dimmerogramma fulvum","Dimeregramma fulvum","Dimeregramma fulvum","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Plagiogrammaceae_Dimeregramma_Dimeregramma fulvum"
"408",180389,180389,"Licmophora tenuis","Licmophora tenuis","Licmophora tenuis","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Licmophorales_Licmophoraceae_Licmophora_Licmophora tenuis"
"409",180391,180391,"Lyrella lyra","Lyrella lyra","Lyrella lyra","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Lyrellales_Lyrellaceae_Lyrella_Lyrella lyra"
"410",196803,196803,"Climacodium sp.","Climacodium sp.","Climacodium sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Climacodium"
"411",196804,196804,"Climacodium frauenfeldia","Climacodium frauenfeldianum","Climacodium frauenfeldianum","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Climacodium_Climacodium frauenfeldianum"
"412",196805,196805,"Rhisozolenia acuminata","Rhizosolenia acuminata","Rhizosolenia acuminata","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia acuminata"
"413",196811,196811,"Rhizosolenia bergonii","Rhizosolenia bergonii","Rhizosolenia bergonii","Body size:500","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia bergonii"
"414",196815,196815,"Planktoniella sol","Planktoniella sol","Planktoniella sol","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Planktoniella_Planktoniella sol"
"415",196820,196820,"Ceratium bucephalum","Ceratium bucephalum","Tripos bucephalus","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Ceratium_Ceratium bucephalum"
"416",204903,204903,"Johannebaptistia sp","Johannesbaptistia sp.","Johannesbaptistia sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Entophysalidaceae_Johannesbaptistia"
"417",213713,213713,"Johannebaptistia pellucida","Johannesbaptistia pellucida","Johannesbaptistia pellucida","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Entophysalidaceae_Johannesbaptistia_Johannesbaptistia pellucida"
"418",231769,231769,"Asterodinium sp.","Asterodinium sp.","Asterodinium sp.","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Brachidiniaceae_Asterodinium"
"419",231770,231770,"Brachidinium sp.","Brachidinium sp.","Brachidinium sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Kareniaceae_Brachidinium"
"420",231793,231793,"Erythropsidinium sp.","Erythropsidinium sp.","Erythropsidinium sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Warnowiaceae_Erythropsidinium"
"421",231851,231851,"Exubiella sp.","Exuviella sp.","Prorocentrum sp.","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Exuviella"
"422",231875,231875,"Alexandrium monilatum","Alexandrium monilatum","Alexandrium monilatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ostreopsidaceae_Alexandrium_Alexandrium monilatum"
"423",231885,231885,"Prorocentrum mexicanum","Prorocentrum mexicanum","Prorocentrum mexicanum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum mexicanum"
"424",231886,231886,"Pyrodinium bahamense","Pyrodinium bahamense","Pyrodinium bahamense","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Goniodomataceae_Pyrodinium_Pyrodinium bahamense"
"425",231888,231888,"Stephanopyxis palmeriana","Stephanopyxis palmeriana","Stephanopyxis palmeriana","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Stephanopyxidaceae_Stephanopyxis_Stephanopyxis palmeriana"
"426",232069,232069,"Mesoddinium rubrum","Mesodinium rubrum","Mesodinium rubrum","Functional group:mixoplankton > plastid Specialists Non-Constitutive Mixoplankton (pSNCM)","Chromista_Harosa_Alveolata_Ciliophora_Intramacronucleata_Rhabdophora_Litostomatea_Haptoria_Cyclotrichiida_Mesodiniidae_Mesodinium_Mesodinium rubrum"
"427",232086,232086,"Pleurosigma marinus","Pleurosigma marinum","Pleurosigma marinum","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma marinum"
"428",232113,232113,"Asterodinium spinosum","Asterodinium spinosum","Asterodinium spinosum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Brachidiniaceae_Asterodinium_Asterodinium spinosum"
"429",232115,232115,"Brachidinium capitatum","Brachidinium capitatum","Brachidinium capitatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Kareniaceae_Brachidinium_Brachidinium capitatum"
"430",232138,232138,"Amphisolenia paleotheroide","Amphisolenia palaeotheroides","Amphisolenia palaeotheroides","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Amphisoleniaceae_Amphisolenia_Amphisolenia palaeotheroides"
"431",232185,232185,"Dinophysis exhigua","Dinophysis exigua","Dinophysis exigua","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Dinophysis_Dinophysis exigua"
"432",232243,232243,"Dinophysis okamurai","Dinophysis okamurae","Dinophysis okamurae","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Dinophysis_Dinophysis okamurae"
"433",232259,232259,"Pyrocystis hamulus","Pyrocystis hamulus","Pyrocystis hamulus","Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Pyrocystis_Pyrocystis hamulus"
"434",232261,232261,"Dinophysis cf. sacculus","Dinophysis cf. sacculus","Dinophysis cf. sacculus","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > plastid Specialists Non-Constitutive Mixoplankton (pSNCM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Dinophysis_Dinophysis sacculus"
"435",232270,232270,"Dinophysis schoederi","Dinophysis schroederi","Dinophysis schroederi","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Dinophysis_Dinophysis schroederi"
"436",232271,232271,"Disodinium gerbautii","Dissodinium gerbaultii","Dissodinium gerbaultii","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Pyrocystales_Pyrocystaceae_Dissodinium_Dissodinium gerbaultii"
"437",232401,232401,"Histioneis tubifera","Histioneis tubifera","Histioneis tubifera","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Histioneis_Histioneis tubifera"
"438",232441,232441,"Prorocentrum emarginatum","Prorocentrum emarginatum","Prorocentrum emarginatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum emarginatum"
"439",232461,232461,"Prorocentrum concavum","Prorocentrum concavum","Prorocentrum concavum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Prorocentrum_Prorocentrum concavum"
"440",232469,232469,"Phalacroma favus","Phalacroma favus","Phalacroma favus","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma favus"
"441",232491,232491,"Phalachroma mitra","Phalacroma mitra","Phalacroma mitra","Functional group:mixoplankton > plastid Specialists Non-Constitutive Mixoplankton (pSNCM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma mitra"
"442",232498,232498,"Phalachroma operculoides","Phalacroma operculoides","Dinophysis operculoides","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Oxyphysaceae_Phalacroma_Phalacroma operculoides"
"443",232516,232516,"Mesoporus perforatus","Mesoporos perforatus","Mesoporos perforatus","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Mesoporos_Mesoporos perforatus"
"444",232546,232546,"Akashiwa sanguinea","Akashiwo sanguinea","Akashiwo sanguinea","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > nanoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Akashiwo_Akashiwo sanguinea"
"445",232598,232598,"Pyrophacus  horologium","Pyrophacus horologium","Pyrophacus horologium","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Pyrophacaceae_Pyrophacus_Pyrophacus horologium"
"446",232625,232625,"Podolampas palmipes","Podolampas palmipes","Podolampas palmipes","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Podolampadaceae_Podolampas_Podolampas palmipes"
"447",232633,232633,"Amphidinium turbo","Amphidinium turbo","Amphidinium turbo","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Amphidiniales_Amphidiniaceae_Amphidinium_Amphidinium turbo"
"448",232650,232650,"Cochlodinium polykrikoios","Cochlodinium polykrikoides","Margalefidinium polykrikoides","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Cochlodinium_Cochlodinium polykrikoides"
"449",232663,232663,"Cochlodinium faurez","Cochlodinium faurei","Cochlodinium faurei","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Cochlodinium_Cochlodinium faurei"
"450",232687,232687,"Cochlodinium virescens","Cochlodinium virescens","Cochlodinium virescens","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Cochlodinium_Cochlodinium virescens"
"451",232737,232737,"Balechiana coerulea","Balechina coerulea","Balechina coerulea","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Ptychodiscaceae_Balechina_Balechina coerulea"
"452",232753,232753,"Gymnodinium flavus","Gymnodinium flavum","Gymnodinium flavum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium flavum"
"453",232767,232767,"Gymnodinium gelbum","Gymnodinium gelbum","Gymnodinium gelbum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium gelbum"
"454",232785,232785,"Gymnodinium impudicum","Gymnodinium impudicum","Gymnodinium impudicum","Functional group:mixoplankton > Constitutive Mixoplankton (CM)","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium impudicum"
"455",232803,232803,"Gymnodinium lyra","Gymnodinium lira","Gymnodinium lira","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium lira"
"456",232828,232828,"Gymnodinium ochraceum","Gymnodinium ochraceum","Gymnodinium ochraceum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium ochraceum"
"457",232848,232848,"Gymnodinium punctatum","Gymnodinium punctatum","Gymnodinium punctatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium punctatum"
"458",232864,232864,"Gymnodinium scopulosum","Gymnodinium scopulosum","Gymnodinium scopulosum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gymnodinium_Gymnodinium scopulosum"
"459",232901,232901,"Gyrodinium cf. aciculatum","Gyrodinium cf. aciculatum","Gyrodinium cf. aciculatum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium aciculatum"
"460",232909,232909,"Gyrodinium biconicum","Gyrodinium biconicum","Gyrodinium biconicum","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Gyrodinium_Gyrodinium biconicum"
"461",232921,232921,"Protoperidinium globulus","Protoperidinium globulus","Protoperidinium globulus","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Protoperidiniaceae_Protoperidinium_Protoperidinium globulus"
