"","AphiaID","aphiaid","speciesorig","speciesclean","scientificname","wm_attrs","wm_classes"
"188",118051,118051,"Ebria tripartita","Ebria tripartita","Ebria tripartita","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > zooplankton","Protozoa_Protozoa incertae sedis_Ebriophyceae_Ebriales_Ebriaceae_Ebria_Ebria tripartita"
"189",134526,134526,"Tetraselmis sp. ","Tetraselmis sp.","Tetraselmis sp.","Functional group:plankton > phytoplankton, Unicellularity:unicellular, Unicellularity:unicellular","Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorodendrophyceae_Chlorodendrales_Chlorodendraceae_Tetraselmis"
"190",134529,134529,"Pyraminonas sp.","Pyramimonas sp.","Pyramimonas sp.","Functional group:plankton > phytoplankton, Unicellularity:unicellular","Plantae_Viridiplantae_Chlorophyta_Pyramimonadophyceae_Pyramimonadales_Pyramimonadaceae_Pyramimonas"
"191",146173,146173,"Pronoctiluca pheocysticola","Pronoctiluca phaeocysticola","Pronoctiluca phaeocysticola","Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Protodiniferaceae_Pronoctiluca_Pronoctiluca phaeocysticola"
"192",146198,146198,"Papposphaera sp.","Papposphaera sp.","Papposphaera sp.","Functional group:plankton > phytoplankton","Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccosphaerales_Papposphaeraceae_Papposphaera"
"193",146203,146203,"Dinoflagellate a","dinoflagellate -A","Dinoflagellata","NA","Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata"
"194",146222,146222,"Flagelados","flagellate","Flagellates","NA","Protozoa_Flagellates"
"195",146537,146537,"Colonial Cyanobacteria ","cyanobacteria -colonial","Cyanobacteria","Paraphyletic group:Algae","Bacteria_Gracilicutes_Cyanobacteria"
"196",146538,146538,"Lyngbia sp.","Lyngbya sp.","Lyngbya sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Lyngbya"
"197",146541,146541,"Spirulina sp.","Spirulina sp.","Spirulina sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Spirulinales_Spirulinaceae_Spirulina"
"198",146545,146545,"Merismopedia sp.","Merismopedia sp.","Merismopedia sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Synechococcophycideae_Synechococcales_Merismopediaceae_Merismopedioideae_Merismopedia"
"199",146549,146549,"Oscillatoria sp.","Oscillatoria sp.","Oscillatoria sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Oscillatoria"
"200",146557,146557,"Microcistis","Microcystis sp.","Microcystis sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Microcystaceae_Microcystis"
"201",146558,146558,"Microcistis aeruginosa","Microcystis aeruginosa","Microcystis aeruginosa","Functional group:plankton > phytoplankton","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Microcystaceae_Microcystis_Microcystis aeruginosa"
"202",146565,146565,"Chroococcus sp. ","Chroococcus sp.","Chroococcus sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Chroococcaceae_Chroococcus"
"203",146585,146585,"Anabaena","Anabaena sp.","Anabaena sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Nostocophycideae_Nostocales_Nostocaceae_Anabaena"
"204",146602,146602,"Gloeocapsa sp.","Gloeocapsa sp.","Gloeocapsa sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Microcystaceae_Gloeocapsa"
"205",146655,146655,"Schizothrix sp.","Schizothrix sp.","Schizothrix sp.","NA","Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Schizotrichaceae_Schizothrix"
"206",148899,148899,"Diatom  X","diatom","Bacillariophyceae","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae"
"207",148905,148905,"Cyclotella sp.","Cyclotella sp.","Cyclotella sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Stephanodiscaceae_Cyclotella"
"208",148911,148911,"Cyclotella striata","Cyclotella striata","Cyclotella striata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Stephanodiscaceae_Cyclotella_Cyclotella striata"
"209",148912,148912,"Thalassiosira sp","Thalassiosira sp.","Thalassiosira sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira"
"210",148914,148914,"Thalassiosira angustilline","Thalassiosira anguste-lineata","Thalassiosira anguste-lineata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira anguste-lineata"
"211",148917,148917,"Coscinodiscus sp.","Coscinodiscus sp.","Coscinodiscus sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus"
"212",148919,148919,"Thalassiosira decipiens","Thalassiosira decipiens","Thalassiosira decipiens","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira decipiens"
"213",148922,148922,"Thalassiosira eccentrica","Thalassiosira eccentrica","Thalassiosira eccentrica","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira eccentrica"
"214",148926,148926,"Coscinoscira sp.","Coscinosira sp.","Coscinosira sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Coscinosira"
"215",148932,148932,"Thalassiosira cf. pacifica","Thalassiosira cf. pacifica","Thalassiosira cf. pacifica","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira pacifica"
"216",148942,148942,"Thalassiosira rotula","Thalassiosira rotula","Thalassiosira gravida","Body size:8, Body size:60, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira rotula"
"217",148963,148963,"Odontella sp.","Odontella sp.","Odontella sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella"
"218",148980,148980,"Porosira sp.","Porosira sp.","Porosira sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Porosira"
"219",148985,148985,"Chaetoceros sp.","Chaetoceros sp.","Chaetoceros sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros"
"220",148989,148989,"Cocconeis sp. ","Cocconeis sp.","Cocconeis sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Achnanthales_Cocconeidaceae_Cocconeis"
"221",149004,149004,"Cylindrotheca closterium","Cylindrotheca closterium","Cylindrotheca closterium","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Cylindrotheca_Cylindrotheca closterium"
"222",149018,149018,"Diploneis sp.","Diploneis sp.","Diploneis sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Diploneidaceae_Diploneis"
"223",149023,149023,"Dytilum brightwelli","Ditylum brightwellii","Ditylum brightwellii","Body size:20, Body size:120, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Lithodesmiophycanae_Lithodesmiales_Lithodesmiaceae_Ditylum_Ditylum brightwellii"
"224",149028,149028,"Fragillaria sp.","Fragilaria sp.","Fragilaria sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Fragilaria"
"225",149033,149033,"Gyrosigma sp.","Gyrosigma sp.","Gyrosigma sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Gyrosigma"
"226",149039,149039,"Leptocylindrus minimus","Leptocylindrus minimus","Leptocylindrus minimus","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus minimus"
"227",149042,149042,"Melosira sp. ","Melosira sp. ","Melosira sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Melosira"
"228",149045,149045,"Nitzschia cf. sicula","Nitzschia cf. sicula","Nitzschia","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia"
"229",149050,149050,"Odontella aurita","Odontella aurita","Odontella aurita","Body size:5, Body size:10, Body size:45, Body size:100, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella aurita"
"230",149055,149055,"Paralia sulcata","Paralia sulcata","Paralia sulcata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Paraliales_Paraliaceae_Paralia_Paralia sulcata"
"231",149069,149069,"Rhizosolenia sp.","Rhizosolenia sp.","Rhizosolenia sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia"
"232",149070,149070,"Rhizosolenia hebetata","Rhizosolenia hebetata","Rhizosolenia hebetata","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia hebetata"
"233",149074,149074,"Skeletonema costatum","Skeletonema costatum","Skeletonema costatum","Body size:3, Body size:20, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Skeletonemaceae_Skeletonema_Skeletonema costatum"
"234",149084,149084,"Surirella sp.","Surirella sp.","Surirella sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Surirellales_Surirellaceae_Surirella"
"235",149092,149092,"Thalassionema sp.","Thalassionema sp.","Thalassionema sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema"
"236",149093,149093,"Thalassionema nitzschiodes","Thalassionema nitzschioides","Thalassionema nitzschioides","Body size:10, Body size:110, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema_Thalassionema nitzschioides"
"237",149094,149094,"Odontella regia","Odontella regia","Trieres regia","Body size:45, Body size:90, Body size:100, Body size:200, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella regia"
"238",149095,149095,"Odontella sinensis","Odontella sinensis","Odontella sinensis","Body size:35, Body size:80, Body size:80, Body size:120, Body size:260, Body size:400, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella sinensis"
"239",149100,149100,"Thalassiosira hyalina","Thalassiosira hyalina","Thalassiosira hyalina","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira hyalina"
"240",149101,149101,"Thalasiosira subtilis","Thalassiosira subtilis","Thalassiosira subtilis","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira subtilis"
"241",149102,149102,"Thalasiosira gravida","Thalassiosira gravida","Thalassiosira gravida","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira gravida"
"242",149106,149106,"Leptocilindrus danicus","Leptocylindrus danicus","Leptocylindrus danicus","Body size:5, Body size:15, Body size:25, Body size:220, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus danicus"
"243",149111,149111,"Guinardia sp.","Guinardia sp.","Guinardia sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia"
"244",149112,149112,"Guinardia delicatula","Guinardia delicatula","Guinardia delicatula","Body size:8, Body size:40, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia delicatula"
"245",149113,149113,"Guinardia striata","Guinardia striata","Guinardia striata","Body size:10, Body size:50, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia striata"
"246",149114,149114,"Rhizosolenia delicatula","Rhizosolenia delicatula","Guinardia delicatula","Body size:8, Body size:40, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia delicatula"
"247",149115,149115,"Rhisozolenia setigera","Rhizosolenia setigera","Rhizosolenia setigera","Body size:15, Body size:50, Body size:250, Body size:725, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia setigera"
"248",149116,149116,"Rhizosolenia imbricata","Rhizosolenia imbricata","Rhizosolenia imbricata","Body size:6, Body size:57, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Rhizosolenia_Rhizosolenia imbricata"
"249",149118,149118,"Bacteriastrum sp.","Bacteriastrum sp.","Bacteriastrum sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Bacteriastrum"
"250",149119,149119,"Bacteriastrum hyalinum","Bacteriastrum hyalinum","Bacteriastrum hyalinum","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Bacteriastrum_Bacteriastrum hyalinum"
"251",149120,149120,"Chaetoceros danicum","Chaetoceros danicus","Chaetoceros danicus","Body size:7, Body size:8, Body size:20, Body size:22, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros danicus"
"252",149122,149122,"Chaetoceros dydimus","Chaetoceros didymus","Chaetoceros didymus","Body size:10, Body size:40, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros didymus"
"253",149123,149123,"Chaetoceros socialis","Chaetoceros socialis","Chaetoceros socialis","Body size:1, Body size:2, Body size:10, Body size:15, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros socialis"
"254",149125,149125,"Chaetoceros teres","Chaetoceros teres","Chaetoceros teres","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros teres"
"255",149126,149126,"Chaetoceros decipiens","Chaetoceros decipiens","Chaetoceros decipiens","Body size:10, Body size:85, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros decipiens"
"256",149128,149128,"chaetoceros diadema","Chaetoceros diadema","Chaetoceros diadema","Body size:10, Body size:50, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros diadema"
"257",149129,149129,"Chaetoceros compress","Chaetoceros compressus","Chaetoceros compressus","Body size:7, Body size:40, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Chaetoceros_Chaetoceros compressus"
"258",149130,149130,"Eucampia sp.","Eucampia sp.","Eucampia sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Eucampia"
"259",149131,149131,"Eucampia zodiacus","Eucampia zodiacus","Eucampia zodiacus","Body size:10, Body size:100, Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Hemiaulaceae_Eucampia_Eucampia zodiacus"
"260",149132,149132,"Guinardia flaccida","Guinardia flaccida","Guinardia flaccida","Body size:25, Body size:95, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Guinardia_Guinardia flaccida"
"261",149135,149135,"Lauderia annulata","Lauderia annulata","Lauderia annulata","Body size:15, Body size:75, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia annulata"
"262",149138,149138,"Asterionellopsis sp. ","Asterionellopsis sp.","Asterionellopsis sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Asterionellopsis"
"263",149139,149139,"Asterionellopsis glacialis","Asterionellopsis glacialis","Asterionellopsis glacialis","Body size:30, Body size:150, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Asterionellopsis_Asterionellopsis glacialis"
"264",149142,149142,"Navicula sp.","Navicula sp.","Navicula sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula"
"265",149143,149143,"Navicula distans","Navicula distans","Navicula distans","Functional group:benthos","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula distans"
"266",149145,149145,"Meuniera membranacea","Meuniera membranacea","Meuniera membranacea","Body size:40, Body size:90, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Meuniera_Meuniera membranacea"
"267",149150,149150,"Nitzschia longissima","Nitzschia longissima","Nitzschia longissima","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia longissima"
"268",149151,149151,"Pseudonitzschia sp.","Pseudo-nitzschia sp.","Pseudo-nitzschia sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia"
"269",149152,149152,"Pseudonitzschia seriata","Pseudo-nitzschia seriata","Pseudo-nitzschia seriata","Body size:90, Body size:160, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Pseudo-nitzschia_Pseudo-nitzschia seriata"
"270",149159,149159,"Coscinodiscus centralis","Coscinodiscus centralis","Coscinodiscus centralis","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Coscinodiscales_Coscinodiscaceae_Coscinodiscus_Coscinodiscus centralis"
"271",149161,149161,"Shroderella sp.","Schroederella sp.","Schroederella sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Schroederella"
"272",149168,149168,"Prosbocia alata","Proboscia alata","Proboscia alata","Body size:3, Body size:15, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Rhizosolenianae_Rhizosoleniales_Rhizosoleniaceae_Proboscia_Proboscia alata"
"273",149176,149176,"Striatella sp.","Striatella sp.","Striatella sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Striatella"
"274",149177,149177,"Striatella unipunctata","Striatella unipunctata","Striatella unipunctata","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Striatellales_Striatellaceae_Striatella_Striatella unipunctata"
"275",149181,149181,"Pleurosigma sp.","Pleurosigma sp.","Pleurosigma sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma"
"276",149183,149183,"Pleurosigma angulatta","Pleurosigma angulatum","Pleurosigma angulatum","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Pleurosigmataceae_Pleurosigma_Pleurosigma angulatum"
"277",149186,149186,"Synedra sp.","Synedra sp.","Synedra sp.","NA","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra"
"278",149191,149191,"Achnanthes sp.","Achnanthes sp.","Achnanthes sp.","Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Achnanthales_Achnanthaceae_Achnanthes"
"279",149194,149194,"Diploneis bombus","Diploneis bombus","Diploneis bombus","Functional group:benthos, Functional group:plankton > phytoplankton","Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Diploneidaceae_Diploneis_Diploneis bombus"
