;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
289;149233;149233;Lauderia borialis;Lauderia borealis;Lauderia annulata;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia borealis
374;163229;163229;Lauderia shroederii;Lauderia shroederii;Detonula pumila;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Lauderiaceae_Lauderia_Lauderia schroederi
242;149106;149106;Leptocilindrus danicus;Leptocylindrus danicus;Leptocylindrus danicus;;DIATOMS;Body size:5, Body size:15, Body size:25, Body size:220, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus danicus
287;149230;149230;Leptocilindrus mediterra;Leptocylindrus mediterraneus;Leptocylindrus mediterraneus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus mediterraneus
226;149039;149039;Leptocylindrus minimus;Leptocylindrus minimus;Leptocylindrus minimus;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Leptocylindrales_Leptocylindraceae_Leptocylindrus_Leptocylindrus minimus
347;157062;157062;Licmophora abreviata;Licmophora abbreviata;Licmophora abbreviata;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Licmophorales_Licmophoraceae_Licmophora_Licmophora abbreviata
408;180389;180389;Licmophora tenuis;Licmophora tenuis;Licmophora tenuis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Licmophorales_Licmophoraceae_Licmophora_Licmophora tenuis
486;233592;233592;Lingulod polyedric ;Lingulodinium polyedra;Lingulodinium polyedra;;DINOFLAGELLATES;Functional group:plankton > nanoplankton, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Gonyaulacaceae_Lingulodinium_Lingulodinium polyedra
568;418646;418646;Lioloma pacificum;Lioloma pacificum;Lioloma pacificum;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Lioloma_Lioloma pacificum
538;292726;292726;Lioloma sp.;Lioloma sp.;Lioloma sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Lioloma
196;146538;146538;Lyngbia sp.;Lyngbya sp.;Lyngbya sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Lyngbya
589;578256;578256;Lyngbya birgei;Lyngbya birgei;Limnoraphis birgei;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Lyngbya_Lyngbya birgei
409;180391;180391;Lyrella lyra;Lyrella lyra;Lyrella lyra;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Lyrellales_Lyrellaceae_Lyrella_Lyrella lyra
561;418299;418299;Mastogloia erythrea;Mastogloia erythraea;Mastogloia erythraea;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Mastogloiales_Mastogloiaceae_Mastogloia_Mastogloia erythraea
566;418547;418547;Melosira moniliformis;Melosira moniliformis;Melosira moniliformis;;DIATOMS;Body size:25, Body size:70, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Melosira_Melosira moniliformis
227;149042;149042;Melosira sp. ;Melosira sp. ;Melosira sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Melosirales_Melosiraceae_Melosira
198;146545;146545;Merismopedia sp.;Merismopedia sp.;Merismopedia sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Synechococcophycideae_Synechococcales_Merismopediaceae_Merismopedioideae_Merismopedia
426;232069;232069;Mesoddinium rubrum;Mesodinium rubrum;Mesodinium rubrum;;OTHERS;Functional group:mixoplankton > plastid Specialists Non-Constitutive Mixoplankton (pSNCM);Chromista_Harosa_Alveolata_Ciliophora_Intramacronucleata_Rhabdophora_Litostomatea_Haptoria_Cyclotrichiida_Mesodiniidae_Mesodinium_Mesodinium rubrum
443;232516;232516;Mesoporus perforatus;Mesoporos perforatus;Mesoporos perforatus;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Prorocentrales_Prorocentraceae_Mesoporos_Mesoporos perforatus
405;179320;179320;Messodinium sp.;Mesodinium sp.;Mesodinium sp.;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Ciliophora_Intramacronucleata_Rhabdophora_Litostomatea_Haptoria_Cyclotrichiida_Mesodiniidae_Mesodinium
266;149145;149145;Meuniera membranacea;Meuniera membranacea;Meuniera membranacea;;DIATOMS;Body size:40, Body size:90, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Meuniera_Meuniera membranacea
517;235961;235961;Michaelsarsia elegans;Michaelsarsia elegans;Michaelsarsia elegans;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Michaelsarsia_Michaelsarsia elegans
200;146557;146557;Microcistis;Microcystis sp.;Microcystis sp.;CYANOBACTERIA;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Microcystaceae_Microcystis
201;146558;146558;Microcistis aeruginosa;Microcystis aeruginosa;Microcystis aeruginosa;CYANOBACTERIA;CYANOBACTERIA;Functional group:plankton > phytoplankton;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Chroococcales_Microcystaceae_Microcystis_Microcystis aeruginosa
371;163140;163140;Miraltia sp.;Miraltia sp.;Miraltia sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Chaetocerotanae_Chaetocerotanae incertae sedis_Chaetocerotaceae_Miraltia
488;233728;233728;Murayella biconica;Murrayella biconica;Centrodinium biconicum;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Murrayella_Murrayella biconica
539;292896;292896;Myrionecta rubra (Mesodinium rubrum);Myrionecta rubra;Mesodinium rubrum;;OTHERS;NA;Chromista_Harosa_Alveolata_Ciliophora_Intramacronucleata_Rhabdophora_Litostomatea_Haptoria_Cyclotrichiida_Mesodiniidae_Myrionecta_Myrionecta rubra
1;-9,22337E+18;-9,22337E+18;nanoflagellates;nanoflagellates;nanoflagellates;;NANOFLAGELLATES;NA;NA
657;967223;967223;Navicula brevis;Navicula brevis;Navicula brevis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula brevis
317;149468;149468;Navicula cancellata;Navicula cancellata;Navicula cancellata;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula cancellata
316;149467;149467;Navicula cf directa;Navicula cf. directa;Navicula cf. directa;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula directa
655;962582;962582;Navicula crabro;Navicula crabro;Navicula crabro;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula crabro
265;149143;149143;Navicula distans;Navicula distans;Navicula distans;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula distans
656;962805;962805;Navicula hennedyi;Navicula hennedyi;Navicula hennedyi;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula hennedyi
315;149430;149430;Navicula lyra;Navicula lyra;Lyrella lyra;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula lyra
288;149232;149232;Navicula membranacea;Navicula membranacea;Meuniera membranacea;;DIATOMS;Body size:40, Body size:90, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula membranacea
575;549210;549210;Navicula septentrionalis;Navicula septentrionalis;Navicula septentrionalis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula septentrionalis
264;149142;149142;Navicula sp.;Navicula sp.;Navicula sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula
562;418385;418385;Navicula yaensis;Navicula yarrensis;Pinnunavis yarrensis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Navicula_Navicula yarrensis
597;613511;613511;Navicula yaensis;Pinnunavis yarrensis;Pinnunavis yarrensis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Naviculales_Naviculaceae_Pinnunavis_Pinnunavis yarrensis
24;109490;109490;Nematodinium sp.;Nematodinium sp.;Nematodinium sp.;DINOFLAGELLATES;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Warnowiaceae_Nematodinium
570;450616;450616;Neostreototheca sp.;Neostreptotheca sp.;Neostreptotheca sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Hemiaulales_Bellerocheaceae_Neostreptotheca
558;418196;418196;Nitzchia fluminense;Nitzschia fluminensis;Nitzschia fluminensis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia fluminensis
576;549212;549212;Nitzchia fontifuga;Nitzschia cf. fontifuga;Nitzschia cf. fontifuga;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia fontifuga
549;390662;390662;Nitzchia insignis;Nitzschia insignis;Nitzschia insignis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia insignis
325;149597;149597;Nitzchia lanceolata;Nitzschia lanceolata;Nitzschia lanceolata;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia lanceolata
323;149591;149591;Nitzschia angularis;Nitzschia angularis;Nitzschia angularis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia angularis
228;149045;149045;Nitzschia cf. sicula;Nitzschia cf. sicula;Nitzschia;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia
267;149150;149150;Nitzschia longissima;Nitzschia longissima;Nitzschia longissima;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia longissima
659;986480;986480;Nitzschia paradoxa;Nitzschia paradoxa;Nitzschia paradoxa;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia paradoxa_Nitzschia paradoxa f. major
324;149595;149595;Nitzschia recta;Nitzschia recta;Nitzschia recta;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia recta
596;611791;611791;Nitzschia rostrata;Nitzschia rostrata;Nitzschia rostrata;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia rostrata
540;341379;341379;Nitzschia sicula;Nitzschia sicula;Nitzschia sicula;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia sicula
282;149213;149213;Nitzschia sigma;Nitzschia sigma;Nitzschia sigma;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia sigma
322;149588;149588;Nitzschia socialis;Nitzschia socialis;Nitzschia socialis;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Bacillariophycidae_Bacillariophycanae_Bacillariales_Bacillariaceae_Nitzschia_Nitzschia socialis
353;160511;160511;Noctiluca milliaris;Noctiluca miliaris;Noctiluca scintillans;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Noctilucaceae_Noctiluca_Noctiluca miliaris
74;109921;109921;Noctiluca scintillians;Noctiluca scintillans;Noctiluca scintillans;;DINOFLAGELLATES;Body size:2000, Body size (qualitative):<0.2 mm, Body size (qualitative):0.2 - 2.0 mm, Functional group:plankton > mesoplankton, Functional group:plankton > microplankton, Functional group:mixoplankton > endosymbiotic Specialist Non-Constitutive Mixoplankton (eSNCM), Functional group:plankton > zooplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Noctilucales_Noctilucaceae_Noctiluca_Noctiluca scintillans
229;149050;149050;Odontella aurita;Odontella aurita;Odontella aurita;;DIATOMS;Body size:5, Body size:10, Body size:45, Body size:100, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella aurita
567;418591;418591;Odontella longicruris;Odontella longicruris;Odontella longicruris;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella longicruris
389;164116;164116;Odontella mobiliensis;Odontella mobiliensis;Trieres mobiliensis;;DIATOMS;Body size:18, Body size:40, Body size:90, Body size:200, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella mobiliensis
237;149094;149094;Odontella regia;Odontella regia;Trieres regia;;DIATOMS;Body size:45, Body size:90, Body size:100, Body size:200, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella regia
238;149095;149095;Odontella sinensis;Odontella sinensis;Odontella sinensis;;DIATOMS;Body size:35, Body size:80, Body size:80, Body size:120, Body size:260, Body size:400, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella_Odontella sinensis
217;148963;148963;Odontella sp.;Odontella sp.;Odontella sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Biddulphianae_Triceratiales_Triceratiaceae_Odontella
518;235962;235962;Oolithus fragilis;Oolithotus fragilis;Oolithotus fragilis;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calcidiscaceae_Oolithotus_Oolithotus fragilis
185;115099;115099;Ophiaster hydroideus;Ophiaster hydroideus;Ophiaster hydroideus;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Ophiaster_Ophiaster hydroideus
180;115081;115081;Ophiaster sp.;Ophiaster sp.;Ophiaster sp.;;COCCOLITHOPHORIDS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Ophiaster
48;109694;109694;Ornithocercus quadratus;Ornithocercus quadratus;Ornithocercus quadratus;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Ornithocercus_Ornithocercus quadratus
11;109464;109464;Ornithocercus sp.;Ornithocercus sp.;Ornithocercus sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton, Functional group:mixoplankton > endosymbiotic Specialist Non-Constitutive Mixoplankton (eSNCM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Ornithocercus
49;109696;109696;Ornithocercus steinii;Ornithocercus steinii;Ornithocercus steinii;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Ornithocercus_Ornithocercus steinii
47;109693;109693;Ornitocercus magnificum;Ornithocercus magnificus;Ornithocercus magnificus;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Ornithocercus_Ornithocercus magnificus
199;146549;146549;Oscillatoria sp.;Oscillatoria sp.;Oscillatoria sp.;;COCCOLITHOPHORIDS;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Oscillatoriaceae_Oscillatoria
162;110284;110284;Oxiphysis oxytoxoide;Oxyphysis oxytoxoides;Phalacroma oxytoxoides;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Oxyphysis_Oxyphysis oxytoxoides
38;109563;109563;Oxyphisis sp.;Oxyphysis sp.;Phalacroma sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Dinophysiales_Dinophysaceae_Oxyphysis
115;110082;110082;Oxytosum caudatum;Oxytoxum caudatum;Oxytoxum caudatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum caudatum
492;233859;233859;Oxytosum elongatum;Oxytoxum elongatum;Oxytoxum elongatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum elongatum
119;110099;110099;Oxytosum longiceps;Oxytoxum longiceps;Oxytoxum longiceps;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum longiceps
121;110107;110107;Oxytosum obliquum;Oxytoxum obliquum;Oxytoxum obliquum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum obliquum
124;110115;110115;Oxytosum scolopax;Oxytoxum scolopax;Oxytoxum scolopax;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum scolopax
30;109528;109528;Oxytosum sp.;Oxytoxum sp.;Oxytoxum sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum
116;110094;110094;Oxytoxum elegans;Oxytoxum elegans;Oxytoxum elegans;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum elegans
117;110095;110095;Oxytoxum gigas;Oxytoxum gigas;Schuettiella mitra;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum gigas
493;233870;233870;Oxytoxum gracile;Oxytoxum gracile;Oxytoxum gracile;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum gracile
118;110097;110097;Oxytoxum laticeps;Oxytoxum laticeps;Oxytoxum laticeps;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum laticeps
120;110103;110103;Oxytoxum milneri;Oxytoxum milneri;Oxytoxum milneri;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum milneri
122;110113;110113;Oxytoxum reticulatum;Oxytoxum reticulatum;Oxytoxum reticulatum;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum reticulatum
123;110114;110114;Oxytoxum sceptum;Oxytoxum sceptrum;Oxytoxum sceptrum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum sceptrum
125;110116;110116;Oxytoxum sphaeroideum;Oxytoxum sphaeroideum;Oxytoxum sphaeroideum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum sphaeroideum
494;233874;233874;Oxytoxum tesselatum;Oxytoxum tesselatum;Oxytoxum tesselatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum tesselatum
126;110122;110122;Oxytoxum viridis;Oxytoxum viride;Oxytoxum viride;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Peridiniales_Oxytoxaceae_Oxytoxum_Oxytoxum viride
404;178919;178919;Pandorina sp.;Pandorina sp.;Pandorina sp.;Chlorophyte;OTHERS;Paraphyletic group:Algae > Macroalgae, Unicellularity:non-unicellular;Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorophyceae_Chlamydomonadales_Volvocaceae_Pandorina
192;146198;146198;Papposphaera sp.;Papposphaera sp.;Papposphaera sp.;;COCCOLITHOPHORIDS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccosphaerales_Papposphaeraceae_Papposphaera
230;149055;149055;Paralia sulcata;Paralia sulcata;Paralia sulcata;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Coscinodiscanae_Paraliales_Paraliaceae_Paralia_Paralia sulcata
