;AphiaID;aphiaid;speciesorig;speciesclean;scientificname;classificationgroup;functionalgroup_old;wm_attrs;wm_classes
358;160572;160572;Synechococcus sp;Synechococcus sp.;Synechococcus sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Synechococcophycideae_Synechococcales_Synechococcaceae_Synechococcoideae_Synechococcus
392;176288;176288;Synedra affinis;Synedra affinis;Tabularia fasciculata;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra affinis
658;967825;967825;Synedra decipiens;Synedra decipiens;Synedra decipiens;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra decipiens
383;163712;163712;Synedra fulgens;Synedra fulgens;Synedra fulgens;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra fulgens
312;149369;149369;Synedra gaillonii;Synedra gaillonii;Tabularia gaillonii;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra_Synedra gaillonii
535;248076;248076;Synedra hennedeyana;Synedra hennedyana;Toxarium hennedyanum;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Toxariales_Toxariaceae_Toxarium_Toxarium hennedyanum
277;149186;149186;Synedra sp.;Synedra sp.;Synedra sp.;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Fragilariales_Fragilariaceae_Synedra
505;235880;235880;Syracolithus quadriperforatus;Syracolithus quadriperforatus;Calcidiscus leptoporus subsp. quadriperforatus;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calyptrosphaeraceae_Syracolithus_Syracolithus quadriperforatus
601;619046;619046;Syracosphaera florida;Syracosphaera florida;Syracosphaera florida;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera florida
521;235976;235976;Syracosphaera hystrica;Syracosphaera histrica;Syracosphaera histrica;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera histrica
602;619047;619047;Syracosphaera lamina;Syracosphaera lamina;Syracosphaera lamina;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera lamina
522;235979;235979;Syracosphaera pulchra;Syracosphaera pulchra;Syracosphaera pulchra;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera pulchra
580;573401;573401;Syracosphaera rotula;Syracosphaera rotula;Syracosphaera rotula;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera rotula
182;115084;115084;Syracosphaera sp.;Syracosphaera sp.;Syracosphaera sp.;;COCCOLITHOPHORIDS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera
603;619050;619050;Syracosphaera tumularis;Syracosphaera tumularis;Syracosphaera tumularis;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Syracosphaerales_Syracosphaeraceae_Syracosphaera_Syracosphaera tumularis
5;106285;106285;Teleaulax sp.;Teleaulax sp.;Teleaulax sp.;;OTHERS;Functional group:plankton > phytoplankton;Chromista_Hacrobia_Cryptophyta_Cryptophyceae_Pyrenomonadales_Geminigeraceae_Teleaulax
189;134526;134526;Tetraselmis sp. ;Tetraselmis sp.;Tetraselmis sp.;;OTHERS;Functional group:plankton > phytoplankton, Unicellularity:unicellular, Unicellularity:unicellular;Plantae_Viridiplantae_Chlorophyta_Chlorophytina_Chlorodendrophyceae_Chlorodendrales_Chlorodendraceae_Tetraselmis
241;149102;149102;Thalasiosira gravida;Thalassiosira gravida;Thalassiosira gravida;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira gravida
240;149101;149101;Thalasiosira subtilis;Thalassiosira subtilis;Thalassiosira subtilis;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira subtilis
528;248060;248060;Thalasiothrix mediterraneus;Thalassiothrix mediterranea;Thalassiothrix mediterranea;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassiothrix_Thalassiothrix mediterranea
569;418647;418647;Thalassionema bacillare;Thalassionema bacillare;Thalassionema bacillare;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema_Thalassionema bacillare
578;555052;555052;Thalassionema frauenfeldii;Thalassionema frauenfeldii;Asterionella frauenfeldii;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema_Thalassionema frauenfeldii
236;149093;149093;Thalassionema nitzschiodes;Thalassionema nitzschioides;Thalassionema nitzschioides;;DIATOMS;Body size:10, Body size:110, Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema_Thalassionema nitzschioides
235;149092;149092;Thalassionema sp.;Thalassionema sp.;Thalassionema sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassionema
546;345529;345529;Thalassiosira aestivalis;Thalassiosira aestivalis;Thalassiosira aestivalis;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira aestivalis
210;148914;148914;Thalassiosira angustilline;Thalassiosira anguste-lineata;Thalassiosira anguste-lineata;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira anguste-lineata
215;148932;148932;Thalassiosira cf. pacifica;Thalassiosira cf. pacifica;Thalassiosira cf. pacifica;;DIATOMS;Functional group:benthos;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira pacifica
212;148919;148919;Thalassiosira decipiens;Thalassiosira decipiens;Thalassiosira decipiens;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira decipiens
579;555264;555264;Thalassiosira delicatula;Thalassiosira delicatula;Thalassiosira delicatula;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira delicatula
213;148922;148922;Thalassiosira eccentrica;Thalassiosira eccentrica;Thalassiosira eccentrica;;DIATOMS;Functional group:benthos, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira eccentrica
239;149100;149100;Thalassiosira hyalina;Thalassiosira hyalina;Thalassiosira hyalina;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira hyalina
651;960571;960571;Thalassiosira nordeskioldii;Thalassiosira nordenskioldii;Thalassiosira nordenskioldii;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira nordenskioldii
216;148942;148942;Thalassiosira rotula;Thalassiosira rotula;Thalassiosira gravida;;DIATOMS;Body size:8, Body size:60, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira_Thalassiosira rotula
209;148912;148912;Thalassiosira sp;Thalassiosira sp.;Thalassiosira sp.;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Thalassiosiranae_Thalassiosirales_Thalassiosiraceae_Thalassiosira
574;502171;502171;Thalassiothrix delicatula;Thalassiothrix delicatula;Lioloma delicatulum;;DIATOMS;NA;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassiothrix_Thalassiothrix delicatula
348;157083;157083;Thalassiothrix longissima;Thalassiothrix longissima;Thalassiothrix longissima;;DIATOMS;Body size:400, Body size:400, Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Fragilariophycidae_Fragilariophycanae_Thalassionematales_Thalassionemataceae_Thalassiothrix_Thalassiothrix longissima
159;110277;110277;Thoracosphaera heimii;Thoracosphaera heimii;Thoracosphaera heimii;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Thoracosphaerales_Thoracosphaeraceae_Thoracosphaera_Thoracosphaera heimii
36;109558;109558;Thorocosphaera sp.;Thoracosphaera sp.;Thoracosphaera sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Thoracosphaerales_Thoracosphaeraceae_Thoracosphaera
20;109479;109479;Torodinium sp.;Torodinium sp.;Torodinium sp.;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gymnodiniales_Gymnodiniaceae_Torodinium
378;163247;163247;Trachelomonas;Trachelomonas sp.;Trachelomonas sp.;;OTHERS;NA;Protozoa_Eozoa_Euglenozoa_Euglenozoa_Euglenoidea_Euglenia_Euglenida_Euglenaceae_Trachelomonas
608;660919;660919;Trichodesmium erithraeum;Trichodesmium erythraeum;Trichodesmium erythraeum;;CYANOBACTERIA;Functional group:plankton > phytoplankton;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Phormidiaceae_Phormidioideae_Trichodesmium_Trichodesmium erythraeum
393;177604;177604;Trichodesmium sp.;Trichodesmium sp.;Trichodesmium sp.;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Phormidiaceae_Phormidioideae_Trichodesmium
609;660966;660966;Trichodesmium thiebautii;Trichodesmium thiebautii;Trichodesmium thiebautii;;CYANOBACTERIA;NA;Bacteria_Gracilicutes_Cyanobacteria_Cyanophyceae_Oscillatoriophycideae_Oscillatoriales_Phormidiaceae_Phormidioideae_Trichodesmium_Trichodesmium thiebautii
618;837310;837310;Tripos (Ceratium) azoricum;Tripos azoricus;Tripos azoricus;;DINOFLAGELLATES;Body size:50, Body size:55, Body size:70, Body size:120, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos azoricus
633;841184;841184;Tripos (Ceratium) belone;Tripos belone;Tripos belone;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos belone
637;841200;841200;Tripos (Ceratium) contortum;Tripos contortus;Tripos contortus;;DINOFLAGELLATES;Body size:100, Body size:140, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos contortus
631;840627;840627;Tripos (Ceratium) furca;Tripos furca;Tripos furca;;DINOFLAGELLATES;Body size:180, Body size:310, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos furca
630;840626;840626;Tripos (Ceratium) fusus;Tripos fusus;Tripos fusus;;DINOFLAGELLATES;Body size:300, Body size:600, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos fusus
621;837456;837456;Tripos (Ceratium) kofoidii;Tripos kofoidii;Tripos kofoidii;;DINOFLAGELLATES;Body size:30, Body size:130, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos kofoidii
622;837459;837459;Tripos (Ceratium) lineatum;Tripos lineatus;Tripos lineatus;;DINOFLAGELLATES;Body size:170, Body size:1370, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos lineatus
641;841260;841260;Tripos (Ceratium) macroceros;Tripos macroceros;Tripos macroceros;;DINOFLAGELLATES;Body size:45, Body size:55, Body size:310, Body size:530, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos macroceros
634;841189;841189;Tripos breve;Tripos brevis;Tripos brevis;;DINOFLAGELLATES;Body size:100, Body size:200, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos brevis
635;841190;841190;Tripos bucephalus;Tripos bucephalus;Tripos bucephalus;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos bucephalus
636;841193;841193;Tripos candelabrum;Tripos candelabrus;Tripos candelabrus;;DINOFLAGELLATES;Body size:75, Body size:100, Body size:200, Body size:230, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos candelabrum
619;837448;837448;Tripos carriense;Tripos carriensis;Tripos carriensis;;DINOFLAGELLATES;Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos carriensis
632;840628;840628;Tripos dens;Tripos dens;Tripos dens;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos dens
623;837460;837460;Tripos extensum;Tripos extensus;Tripos extensus;;DINOFLAGELLATES;Body size:1, Body size:2, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos extensus
614;837221;837221;Tripos falcatiforme;Tripos falcatiformis;Tripos falcatiformis;;DINOFLAGELLATES;Body size:35, Body size:350;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos falcatiformis
613;837220;837220;Tripos falcatum;Tripos falcatus;Tripos falcatus;;DINOFLAGELLATES;Body size:35, Body size:350, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos falcatus
615;837222;837222;Tripos giberum;Tripos gibberus;Tripos gibberus;;DINOFLAGELLATES;Body size:75, Body size:105, Body size:265, Body size:275, Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos gibberus
620;837453;837453;Tripos horridum;Tripos horridus;Tripos horridus;;DINOFLAGELLATES;Body size:45, Body size:60, Body size:210, Body size:360, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos horridus
638;841249;841249;Tripos humile;Tripos humilis;Tripos humilis;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos humilis
639;841256;841256;Tripos karsteini;Tripos karstenii;Tripos karstenii;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos karstenii
616;837226;837226;Tripos longinum;Tripos longinus;Tripos longinus;;DINOFLAGELLATES;Functional group:plankton > phytoplankton;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos longinus
640;841259;841259;Tripos longipes;Tripos longipes;Tripos longipes;;DINOFLAGELLATES;Body size:200, Body size (qualitative):<0.2 mm, Functional group:plankton > microplankton, Functional group:plankton > phytoplankton, Functional group:mixoplankton > Constitutive Mixoplankton (CM);Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinophyceae_Gonyaulacales_Ceratiaceae_Tripos_Tripos longipes
320;149519;149519;Tropidoneis lepidoptera;Tropidoneis lepidoptera;Plagiotropis lepidoptera;;DIATOMS;Functional group:plankton > phytoplankton;Chromista_Harosa_Heterokonta_Ochrophyta_Khakista_Bacillariophyceae_Coscinodiscophycidae_Lithodesmiophycanae_Lithodesmiales_Lithodesmiaceae_Tropidoneis_Tropidoneis lepidoptera
40;109588;109588;Tselidionium vaubanii;Pseliodinium vaubanii;Ceratoperidinium falcatum;;DINOFLAGELLATES;NA;Chromista_Harosa_Alveolata_Myzozoa_Dinozoa_Dinoflagellata_Dinoflagellata incertae sedis_Pseliodinium_Pseliodinium vaubanii
523;235982;235982;Umbellosphaera irregularis;Umbellosphaera irregularis;Umbellosphaera irregularis;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Haptophyta incertae sedis_Umbellosphaeraceae_Umbellosphaera_Umbellosphaera irregularis
514;235937;235937;Umbellosphaera sp.;Umbellosphaera sp.;Umbellosphaera sp.;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Haptophyta incertae sedis_Umbellosphaeraceae_Umbellosphaera
524;235985;235985;Umbilicosphaera sibogae;Umbilicosphaera sibogae;Umbilicosphaera sibogae;;COCCOLITHOPHORIDS;NA;Chromista_Hacrobia_Haptophyta_Prymnesiophyceae_Coccolithales_Calcidiscaceae_Umbilicosphaera_Umbilicosphaera sibogae
