"","Date","val","spec","reg"
"383",2006-10-10,1.8,"Crypto1","2"
"384",2006-11-02,1.47,"Crypto1","2"
"385",2006-12-05,1.74,"Crypto1","2"
"386",2007-02-06,6.35,"Crypto1","2"
"387",2007-03-06,4.23,"Crypto1","2"
"388",2007-04-10,4.84,"Crypto1","2"
"389",2007-05-08,4.07,"Crypto1","2"
"390",2007-06-05,1.98,"Crypto1","2"
"391",2007-07-03,0.84,"Crypto1","2"
"392",2007-08-07,3.24,"Crypto1","2"
"393",2007-09-04,0.98,"Crypto1","2"
"394",2007-10-19,4.13,"Crypto1","2"
"395",2007-12-11,2.79,"Crypto1","2"
"396",2008-01-10,1.94,"Crypto1","2"
"397",2008-02-12,7.65,"Crypto1","2"
"398",2008-03-11,4.25,"Crypto1","2"
"399",2008-04-08,3.86,"Crypto1","2"
"400",2008-05-04,2.65,"Crypto1","2"
"401",2008-06-03,4.26,"Crypto1","2"
"402",2008-07-08,2.52,"Crypto1","2"
"403",2008-08-05,4.75,"Crypto1","2"
"404",2008-09-10,1.3,"Crypto1","2"
"405",2008-10-10,1.99,"Crypto1","2"
"406",2008-11-18,1.75,"Crypto1","2"
"407",2008-12-10,1.08,"Crypto1","2"
"408",2009-01-13,3.05,"Crypto1","2"
"409",2009-02-10,1.89,"Crypto1","2"
"410",2009-03-03,1.97,"Crypto1","2"
"411",2009-04-07,3.53,"Crypto1","2"
"412",2009-05-08,4.49,"Crypto1","2"
"413",2009-06-02,3.91,"Crypto1","2"
"414",2009-07-14,1.01,"Crypto1","2"
"415",2009-08-11,4.37,"Crypto1","2"
"416",2009-09-15,2.55,"Crypto1","2"
"417",2009-10-07,2.28,"Crypto1","2"
"418",2009-11-10,0.73,"Crypto1","2"
"419",2009-12-08,0.66,"Crypto1","2"
"420",2010-01-07,2.88,"Crypto1","2"
"421",2010-02-11,4.76,"Crypto1","2"
"422",2010-03-09,1.62,"Crypto1","2"
"423",2010-04-07,0.86,"Crypto1","2"
"424",2010-05-11,2.66,"Crypto1","2"
"425",2010-06-08,1.68,"Crypto1","2"
"426",2010-08-04,1.07,"Crypto1","2"
"427",2010-09-15,2.905,"Crypto1","2"
"428",2010-10-05,0.96,"Crypto1","2"
"429",2010-11-09,0.69,"Crypto1","2"
"430",2010-12-08,2.48,"Crypto1","2"
"542",2006-07-04,2.32,"Hapto6","2"
"543",2006-08-03,5.7,"Hapto6","2"
"544",2006-09-12,5.84,"Hapto6","2"
"545",2006-10-10,7.04,"Hapto6","2"
"546",2006-11-02,5.63,"Hapto6","2"
"547",2006-12-05,7.45,"Hapto6","2"
"548",2007-02-06,4.69,"Hapto6","2"
"549",2007-03-06,7.81,"Hapto6","2"
"550",2007-04-10,8.07,"Hapto6","2"
"551",2007-05-08,8.58,"Hapto6","2"
"552",2007-06-05,4.23,"Hapto6","2"
"553",2007-07-03,3.52,"Hapto6","2"
"554",2007-08-07,9.26,"Hapto6","2"
"555",2007-09-04,4.65,"Hapto6","2"
"556",2007-10-19,13.85,"Hapto6","2"
"557",2007-12-11,11.9,"Hapto6","2"
"558",2008-01-10,2.42,"Hapto6","2"
"559",2008-02-12,14.79,"Hapto6","2"
"560",2008-03-11,6.52,"Hapto6","2"
"561",2008-04-08,6.32,"Hapto6","2"
"562",2008-05-04,7.55,"Hapto6","2"
"563",2008-06-03,11.34,"Hapto6","2"
"564",2008-07-08,8.44,"Hapto6","2"
"565",2008-08-05,15.45,"Hapto6","2"
"566",2008-09-10,3.75,"Hapto6","2"
"567",2008-10-10,6.42,"Hapto6","2"
"568",2008-11-18,5.12,"Hapto6","2"
"569",2008-12-10,3.91,"Hapto6","2"
"570",2009-01-13,5.73,"Hapto6","2"
"571",2009-02-10,3.38,"Hapto6","2"
"572",2009-03-03,5.5,"Hapto6","2"
"573",2009-04-07,7.33,"Hapto6","2"
"574",2009-05-08,9.87,"Hapto6","2"
"575",2009-06-02,10.53,"Hapto6","2"
"576",2009-07-14,3.69,"Hapto6","2"
"577",2009-08-11,12.05,"Hapto6","2"
"578",2009-09-15,9.41,"Hapto6","2"
"579",2009-10-07,10.55,"Hapto6","2"
"580",2009-11-10,2.84,"Hapto6","2"
"581",2009-12-08,3.32,"Hapto6","2"
"582",2010-01-07,10.83,"Hapto6","2"
"583",2010-02-11,3.91,"Hapto6","2"
"584",2010-03-09,15.85,"Hapto6","2"
"585",2010-04-07,5.35,"Hapto6","2"
"586",2010-05-11,7.99,"Hapto6","2"
"587",2010-06-08,4.06,"Hapto6","2"
"588",2010-08-04,3.7,"Hapto6","2"
"589",2010-09-15,11.109,"Hapto6","2"
"590",2010-10-05,5.32,"Hapto6","2"
"591",2010-11-09,4.04,"Hapto6","2"
"592",2010-12-08,8.44,"Hapto6","2"
"704",2006-07-04,0.02,"Chloro1","2"
"705",2006-08-03,0.19,"Chloro1","2"
"706",2006-09-12,0.11,"Chloro1","2"
"707",2006-10-10,1.26,"Chloro1","2"
"708",2006-11-02,0.09,"Chloro1","2"
"709",2006-12-05,0.55,"Chloro1","2"
"710",2007-02-06,0.41,"Chloro1","2"
"711",2007-03-06,0.69,"Chloro1","2"
"712",2007-04-10,0.37,"Chloro1","2"
"713",2007-05-08,0.05,"Chloro1","2"
"714",2007-06-05,0.03,"Chloro1","2"
"715",2007-07-03,0.92,"Chloro1","2"
"716",2007-08-07,0.15,"Chloro1","2"
"717",2007-09-04,0.04,"Chloro1","2"
"718",2007-10-19,1.66,"Chloro1","2"
"719",2007-12-11,1.43,"Chloro1","2"
"720",2008-01-10,1.29,"Chloro1","2"
"721",2008-02-12,1.41,"Chloro1","2"
"722",2008-03-11,1.91,"Chloro1","2"
"723",2008-04-08,0.88,"Chloro1","2"
"724",2008-05-04,0.48,"Chloro1","2"
"725",2008-06-03,0.54,"Chloro1","2"
"726",2008-07-08,0.9,"Chloro1","2"
"727",2008-08-05,2.03,"Chloro1","2"
"728",2008-09-10,0.62,"Chloro1","2"
"729",2008-10-10,0.55,"Chloro1","2"
"730",2008-11-18,0.29,"Chloro1","2"
"731",2008-12-10,0.46,"Chloro1","2"
"732",2009-01-13,1.81,"Chloro1","2"
"733",2009-02-10,1.56,"Chloro1","2"
"734",2009-03-03,1.04,"Chloro1","2"
"735",2009-04-07,0.34,"Chloro1","2"
"736",2009-05-08,0.79,"Chloro1","2"
"737",2009-06-02,0.22,"Chloro1","2"
"738",2009-07-14,0.33,"Chloro1","2"
"739",2009-08-11,0.21,"Chloro1","2"
"740",2009-09-15,0.91,"Chloro1","2"
"741",2009-10-07,0.69,"Chloro1","2"
"742",2009-11-10,0.55,"Chloro1","2"
"743",2009-12-08,0.48,"Chloro1","2"
"744",2010-01-07,1.15,"Chloro1","2"
"745",2010-02-11,2.32,"Chloro1","2"
"746",2010-03-09,0.47,"Chloro1","2"
"747",2010-04-07,0.52,"Chloro1","2"
"748",2010-05-11,0.49,"Chloro1","2"
"749",2010-06-08,0.7,"Chloro1","2"
"750",2010-08-04,0.48,"Chloro1","2"
"751",2010-09-15,0.672,"Chloro1","2"
"752",2010-10-05,0.73,"Chloro1","2"
"753",2010-11-09,0.46,"Chloro1","2"
"754",2010-12-08,0.7,"Chloro1","2"
"866",2006-07-04,1.84,"Cyano4","2"
"867",2006-08-03,4.05,"Cyano4","2"
"868",2006-09-12,2.54,"Cyano4","2"
"869",2006-10-10,1.85,"Cyano4","2"
"870",2006-11-02,3.35,"Cyano4","2"
"871",2006-12-05,2.1,"Cyano4","2"
"872",2007-02-06,0.16,"Cyano4","2"
"873",2007-03-06,2.24,"Cyano4","2"
"874",2007-04-10,2.51,"Cyano4","2"
"875",2007-05-08,4.55,"Cyano4","2"
"876",2007-06-05,3.07,"Cyano4","2"
"877",2007-07-03,1.13,"Cyano4","2"
"878",2007-08-07,4.71,"Cyano4","2"
"879",2007-09-04,3.61,"Cyano4","2"
"880",2007-10-19,4.64,"Cyano4","2"
"881",2007-12-11,4.12,"Cyano4","2"
"882",2008-01-10,1.59,"Cyano4","2"
"883",2008-02-12,4.25,"Cyano4","2"
"884",2008-03-11,0.57,"Cyano4","2"
"885",2008-04-08,1.1,"Cyano4","2"
"886",2008-05-04,2.14,"Cyano4","2"
"887",2008-06-03,4.77,"Cyano4","2"
"888",2008-07-08,2.44,"Cyano4","2"
"889",2008-08-05,3.67,"Cyano4","2"
"890",2008-09-10,3.79,"Cyano4","2"
"891",2008-10-10,4.11,"Cyano4","2"
"892",2008-11-18,3.13,"Cyano4","2"
"893",2008-12-10,3.5,"Cyano4","2"
"894",2009-01-13,1.29,"Cyano4","2"
"895",2009-02-10,0.74,"Cyano4","2"
"896",2009-03-03,0.88,"Cyano4","2"
"897",2009-04-07,1.26,"Cyano4","2"
"898",2009-05-08,1.54,"Cyano4","2"
"899",2009-06-02,1.42,"Cyano4","2"
"900",2009-07-14,1.7,"Cyano4","2"
"901",2009-08-11,2.51,"Cyano4","2"
"902",2009-09-15,4.32,"Cyano4","2"
"903",2009-10-07,2.37,"Cyano4","2"
"904",2009-11-10,4.24,"Cyano4","2"
"905",2009-12-08,1.81,"Cyano4","2"
"906",2010-01-07,2.76,"Cyano4","2"
"907",2010-02-11,0.13,"Cyano4","2"
"908",2010-03-09,2.48,"Cyano4","2"
"909",2010-04-07,2.39,"Cyano4","2"
"910",2010-05-11,1.33,"Cyano4","2"
"911",2010-06-08,2.55,"Cyano4","2"
"912",2010-08-04,3.36,"Cyano4","2"
"913",2010-09-15,6.64,"Cyano4","2"
"914",2010-10-05,6.15,"Cyano4","2"
"915",2010-11-09,3.9,"Cyano4","2"
"916",2010-12-08,1.84,"Cyano4","2"
"1028",2006-07-04,5.77,"Diatom1","2"
"1029",2006-08-03,6.21,"Diatom1","2"
"1030",2006-09-12,8.3,"Diatom1","2"
"1031",2006-10-10,22.78,"Diatom1","2"
"1032",2006-11-02,6.17,"Diatom1","2"
"1033",2006-12-05,11.44,"Diatom1","2"
"1034",2007-02-06,78.08,"Diatom1","2"
"1035",2007-03-06,10.35,"Diatom1","2"
"1036",2007-04-10,8.9,"Diatom1","2"
"1037",2007-05-08,7.85,"Diatom1","2"
"1038",2007-06-05,7.36,"Diatom1","2"
"1039",2007-07-03,15.74,"Diatom1","2"
"1040",2007-08-07,6.62,"Diatom1","2"
"1041",2007-09-04,7.85,"Diatom1","2"
"1042",2007-10-19,9.82,"Diatom1","2"
"1043",2007-12-11,6.4,"Diatom1","2"
"1044",2008-01-10,12.53,"Diatom1","2"
"1045",2008-02-12,4.72,"Diatom1","2"
"1046",2008-03-11,29.6,"Diatom1","2"
"1047",2008-04-08,10.71,"Diatom1","2"
"1048",2008-05-04,7.79,"Diatom1","2"
"1049",2008-06-03,4.73,"Diatom1","2"
"1050",2008-07-08,10.85,"Diatom1","2"
"1051",2008-08-05,18.05,"Diatom1","2"
"1052",2008-09-10,6.8,"Diatom1","2"
"1053",2008-10-10,9.06,"Diatom1","2"
"1054",2008-11-18,8.55,"Diatom1","2"
"1055",2008-12-10,4.14,"Diatom1","2"
"1056",2009-01-13,38.31,"Diatom1","2"
"1057",2009-02-10,30.37,"Diatom1","2"
"1058",2009-03-03,14.62,"Diatom1","2"
"1059",2009-04-07,6.72,"Diatom1","2"
"1060",2009-05-08,8.59,"Diatom1","2"
"1061",2009-06-02,8.27,"Diatom1","2"
"1062",2009-07-14,8.08,"Diatom1","2"
"1063",2009-08-11,8.09,"Diatom1","2"
"1064",2009-09-15,10.02,"Diatom1","2"
"1065",2009-10-07,9.52,"Diatom1","2"
"1066",2009-11-10,3.19,"Diatom1","2"
"1067",2009-12-08,8.39,"Diatom1","2"
"1068",2010-01-07,4.59,"Diatom1","2"
"1069",2010-02-11,83.49,"Diatom1","2"
"1070",2010-03-09,2.6,"Diatom1","2"
"1071",2010-04-07,9.27,"Diatom1","2"
"1072",2010-05-11,9.98,"Diatom1","2"
"1073",2010-06-08,3.8,"Diatom1","2"
"1074",2010-08-04,3.54,"Diatom1","2"
"1075",2010-09-15,8.933,"Diatom1","2"
"1076",2010-10-05,6.56,"Diatom1","2"
"1077",2010-11-09,1.91,"Diatom1","2"
"1078",2010-12-08,5.39,"Diatom1","2"
